name,label,concept,predicateType,group,limit,hasGeoCollectionSupport,required,attributes
PL004002,Total!!Hispanic or Latino,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL002067,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003035,Total!!Population of two or more races!!Population of three races!!White; Asian; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002060,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002061,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002062,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003030,Total!!Population of two or more races!!Population of three races!!White; Black or African American; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002063,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of four races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003031,Total!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Asian,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003029,Total!!Population of two or more races!!Population of three races!!White; Black or African American; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002035,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001066,Total!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL003003,Total!!Population of one race!!White alone,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003004,Total!!Population of one race!!Black or African American alone,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002036,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001065,Total!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Some other race,RACE [71],int,PL001,0,,,
PL001064,Total!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,RACE [71],int,PL001,0,,,
PL003005,Total!!Population of one race!!American Indian and Alaska Native alone,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002037,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003006,Total!!Population of one race!!Asian alone,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL001063,Total!!Population of two or more races!!Population of five races,RACE [71],int,PL001,0,,,
PL002038,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002031,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002032,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001069,Total!!Population of two or more races!!Population of five races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL003001,Total,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002033,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001068,Total!!Population of two or more races!!Population of five races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
VTD,Voting District,,,N/A,0,,,
PL002034,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001067,Total!!Population of two or more races!!Population of five races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL003002,Total!!Population of one race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002030,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001062,Total!!Population of two or more races!!Population of four races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL001061,Total!!Population of two or more races!!Population of four races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL001060,Total!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL002028,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002029,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; American Indian and Alaska Native,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003014,Total!!Population of two or more races!!Population of two races!!White; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002046,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003015,Total!!Population of two or more races!!Population of two races!!White; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002047,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002048,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Asian; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003016,Total!!Population of two or more races!!Population of two races!!Black or African American; American Indian and Alaska Native,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003017,Total!!Population of two or more races!!Population of two races!!Black or African American; Asian,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002049,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of four races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002042,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003010,Total!!Population of two or more races!!Population of two races,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002043,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003011,Total!!Population of two or more races!!Population of two races!!White; Black or African American,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003012,Total!!Population of two or more races!!Population of two races!!White; American Indian and Alaska Native,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002044,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003013,Total!!Population of two or more races!!Population of two races!!White; Asian,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002045,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002040,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002041,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; American Indian and Alaska Native; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL001071,Total!!Population of two or more races!!Population of six races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE [71],int,PL001,0,,,
PL001070,Total!!Population of two or more races!!Population of six races,RACE [71],int,PL001,0,,,
PL003007,Total!!Population of one race!!Native Hawaiian and Other Pacific Islander alone,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002039,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; American Indian and Alaska Native; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003008,Total!!Population of one race!!Some other race alone,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003009,Total!!Population of two or more races,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003069,Total!!Population of two or more races!!Population of five races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004038,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004037,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004039,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; American Indian and Alaska Native; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003065,Total!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004034,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004033,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003066,Total!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003067,Total!!Population of two or more races!!Population of five races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004036,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004035,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; American Indian and Alaska Native; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003068,Total!!Population of two or more races!!Population of five races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004030,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003061,Total!!Population of two or more races!!Population of four races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003062,Total!!Population of two or more races!!Population of four races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003063,Total!!Population of two or more races!!Population of five races,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004032,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003064,Total!!Population of two or more races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004031,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003060,Total!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
COUNTY,County (FIPS),,,N/A,0,,,
PL004049,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of four races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004048,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Asian; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004045,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004044,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004047,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004046,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004041,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; American Indian and Alaska Native; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
BLOCK,Census Block,,,N/A,0,,,
PL004040,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004043,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004042,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003070,Total!!Population of two or more races!!Population of six races,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003071,Total!!Population of two or more races!!Population of six races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
AIHHTLI,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land,,,N/A,0,,,
PL003047,Total!!Population of two or more races!!Population of four races,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004016,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!White; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004015,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!White; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003048,Total!!Population of two or more races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Asian,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003049,Total!!Population of two or more races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004018,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!Black or African American; American Indian and Alaska Native,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004017,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!White; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004012,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003043,Total!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004011,Total!!Not Hispanic or Latino!!Population of two or more races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003044,Total!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Asian; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003045,Total!!Population of two or more races!!Population of three races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004014,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!White; American Indian and Alaska Native,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003046,Total!!Population of two or more races!!Population of three races!!Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004013,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!White; Black or African American,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL002071,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of five races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL002072,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of six races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003040,Total!!Population of two or more races!!Population of three races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003041,Total!!Population of two or more races!!Population of three races!!Black or African American; Asian; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004010,Total!!Not Hispanic or Latino!!Population of one race!!Some other race alone,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL002073,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of six races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
PL003042,Total!!Population of two or more races!!Population of three races!!Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL002070,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of five races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE [73]",int,PL002,0,,,
GEOCOMP,GEO_ID Component,,string,N/A,0,,default displayed,
PL004009,Total!!Not Hispanic or Latino!!Population of one race!!Native Hawaiian and Other Pacific Islander alone,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004008,Total!!Not Hispanic or Latino!!Population of one race!!Asian alone,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004027,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!Native Hawaiian and Other Pacific Islander; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003058,Total!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004026,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!Asian; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003059,Total!!Population of two or more races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004029,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races!!White; Black or African American; American Indian and Alaska Native,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004028,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of three races,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL004023,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003054,Total!!Population of two or more races!!Population of four races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004022,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!American Indian and Alaska Native; Asian,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003055,Total!!Population of two or more races!!Population of four races!!White; American Indian and Alaska Native; Asian; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL003056,Total!!Population of two or more races!!Population of four races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004025,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!Asian; Native Hawaiian and Other Pacific Islander,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003057,Total!!Population of two or more races!!Population of four races!!White; Asian; Native Hawaiian and Other Pacific Islander; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
PL004024,Total!!Not Hispanic or Latino!!Population of two or more races!!Population of two races!!American Indian and Alaska Native; Some other race,"HISPANIC OR LATINO, AND NOT HISPANIC OR LATINO BY RACE FOR THE POPULATION 18 YEARS AND OVER [73]",int,PL004,0,,,
PL003050,Total!!Population of two or more races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Some other race,RACE FOR THE POPULATION 18 YEARS AND OVER [71],int,PL003,0,,,
