FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,IL,050,00,00,000,0000041,0500000US17079,17079,2,3,17,01779784,079,H1,00424241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281043651,9334509,Jasper,Jasper County,A,,9287,4228,+39.0048857,-088.1507245,06,,,9287,9072,8968,23,22,17,4,38,215,204,21,110,0,0,65,6,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9287,84,9203,9013,8934,22,19,15,4,19,190,183,21,109,0,0,47,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7209,7056,6982,13,19,17,1,24,153,148,9,80,0,0,53,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7209,55,7154,7018,6963,12,16,15,1,11,136,133,9,79,0,0,39,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,3801,427,118,52,3,0,49,0,66,0,0,66
PLST,IL,050,00,00,000,0000042,0500000US17081,17081,2,3,17,01779784,081,H1,00424242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34500,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479490494,32550293,Jefferson,Jefferson County,A,,37113,16632,+38.3007796,-088.9242100,06,,,37113,35089,31440,2842,92,365,7,343,2024,1923,609,630,95,16,495,15,0,1,27,3,5,5,8,2,12,91,44,3,1,12,9,0,13,2,2,3,1,0,0,0,0,0,1,0,0,0,8,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,37113,899,36214,34469,31182,2783,77,352,7,68,1745,1669,580,625,95,15,305,13,0,1,17,3,5,0,8,2,0,69,44,1,1,9,9,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,28846,27691,24971,2065,84,286,2,283,1155,1110,178,474,44,8,347,15,0,1,13,2,5,5,8,2,8,39,22,0,1,1,6,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,6,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28846,572,28274,27260,24827,2043,72,277,2,39,1014,977,178,472,44,7,235,13,0,1,10,2,5,0,8,2,0,32,22,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16632,14945,1687,1695,1574,1313,35,226,0,121,0,0,121
PLST,IL,050,00,00,000,0000043,0500000US17083,17083,2,3,17,01779784,083,H1,00424243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41180,1,476,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957415216,20333974,Jersey,Jersey County,A,,21512,9754,+39.0801945,-090.3613850,06,,,21512,20552,20209,157,23,77,3,83,960,928,95,439,59,9,311,0,7,0,3,0,0,0,3,2,0,27,0,4,5,3,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,21512,327,21185,20391,20105,156,21,74,3,32,794,779,95,428,59,9,175,0,7,0,2,0,0,0,3,1,0,14,0,4,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17098,16439,16169,118,23,61,3,65,659,637,35,331,30,8,229,0,0,0,1,0,0,0,1,2,0,18,0,4,0,3,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,17098,219,16879,16328,16108,118,21,58,3,20,551,542,35,327,30,8,140,0,0,0,0,0,0,0,1,1,0,8,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9754,8652,1102,681,278,13,8,257,0,403,372,0,31
PLST,IL,050,00,00,000,0000044,0500000US17085,17085,2,3,17,01779784,085,H1,00424244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556385345,45789931,Jo Daviess,Jo Daviess County,A,,22035,13408,+42.3623905,-090.2114705,06,,,22035,21189,20574,114,67,99,6,329,846,801,96,222,47,0,429,0,3,0,2,0,0,0,0,2,0,30,7,4,0,2,0,0,6,0,0,0,2,1,4,0,0,0,4,0,0,0,15,3,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22035,856,21179,20653,20354,114,31,96,6,52,526,501,94,216,47,0,139,0,1,0,2,0,0,0,0,2,0,21,7,4,0,1,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17812,17335,16901,71,50,79,3,231,477,457,29,149,15,0,262,0,2,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17812,519,17293,16983,16768,71,24,76,3,41,310,294,27,146,15,0,106,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13408,9827,3581,223,190,18,0,172,0,33,0,0,33
PLST,IL,050,00,00,000,0000045,0500000US17087,17087,2,3,17,01779784,087,H1,00424245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16060,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890269489,12818552,Johnson,Johnson County,A,,13308,5526,+37.4607092,-088.8821305,06,,,13308,12877,10978,1431,28,20,4,416,431,421,75,202,19,3,115,1,0,0,3,0,0,0,1,0,2,10,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13308,552,12756,12368,10895,1419,20,18,4,12,388,382,65,202,19,3,90,0,0,0,3,0,0,0,0,0,0,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10998,10696,8845,1418,28,19,4,382,302,296,27,162,5,3,97,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10998,501,10497,10232,8783,1406,20,18,4,1,265,263,17,162,5,3,76,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526,4577,949,2451,2436,2388,0,48,0,15,0,0,15
PLST,IL,050,00,00,000,0000046,0500000US17089,17089,2,3,17,01779784,089,H1,00424246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16980,1,176,20994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345149889,12474716,Kane,Kane County,A,,516522,188510,+41.9395938,-088.4280395,06,,,516522,449781,309835,27538,6997,21634,217,83560,66741,64127,3800,4177,3897,101,47982,271,168,3,862,65,0,2288,84,320,109,2389,352,101,5,387,83,1,1115,79,183,9,13,0,30,11,9,1,0,10,0,0,208,24,3,139,2,10,0,6,16,0,0,0,3,4,1,0,17,4,12,0,1,0,0,0,0,516522,169595,346927,331887,282307,26239,514,21191,115,1521,15040,14443,3287,3227,3659,98,3525,206,152,2,115,39,0,11,76,43,3,564,213,89,5,65,51,0,15,78,16,0,13,0,6,5,7,1,0,0,0,0,26,17,0,1,2,0,0,3,0,0,0,0,2,0,1,0,7,3,4,0,0,0,0,0,0,388814,345628,246622,19764,4743,16659,166,57674,43186,41665,1571,2992,1641,62,32773,192,76,2,460,40,0,1554,60,169,73,1392,202,45,0,165,34,1,760,58,66,5,12,0,24,7,7,1,0,5,0,0,117,16,0,79,2,4,0,3,9,0,0,0,3,0,1,0,12,3,9,0,0,0,0,0,0,388814,113428,275386,266689,229568,19176,414,16423,98,1010,8697,8359,1422,2459,1565,60,2420,155,68,2,91,25,0,11,57,21,3,314,125,37,0,33,18,0,12,58,6,0,12,0,6,1,5,1,0,0,0,0,17,11,0,1,2,0,0,0,0,0,0,0,2,0,1,0,7,3,4,0,0,0,0,0,0,188510,180374,8136,5488,3465,482,328,2634,21,2023,1010,0,1013
PLST,IL,050,00,00,000,0000047,0500000US17091,17091,2,3,17,01779784,091,H1,00424247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28100,1,176,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752101352,12458978,Kankakee,Kankakee County,A,,107502,45270,+41.1395105,-087.8611165,06,,,107502,99724,76327,15573,432,1090,23,6279,7778,7399,1539,1321,360,24,3779,128,17,4,141,11,1,55,12,5,2,359,136,23,12,87,4,0,76,7,2,0,0,0,6,1,0,0,0,1,0,4,18,5,0,8,3,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,107502,12520,94982,90635,73591,15417,173,1069,13,372,4347,4120,1441,1203,345,20,897,123,14,4,50,11,0,0,12,0,0,219,119,23,12,37,4,0,8,7,0,0,0,0,4,1,0,0,0,0,0,4,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82954,78260,61498,11328,328,880,23,4203,4694,4498,593,983,162,17,2507,97,17,4,55,8,1,42,12,0,0,186,84,7,5,31,3,0,44,7,0,0,0,0,4,1,0,0,0,0,0,0,8,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,82954,7929,75025,72381,59881,11245,147,865,13,230,2644,2523,572,932,153,13,688,95,14,4,32,8,0,0,12,0,0,116,69,7,5,12,3,0,8,7,0,0,0,0,4,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45270,41528,3742,3847,1408,332,122,802,152,2439,1667,0,772
PLST,IL,050,00,00,000,0000048,0500000US17093,17093,2,3,17,01779784,093,H1,00424248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16980,1,176,20994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829412776,5136525,Kendall,Kendall County,A,,131869,45008,+41.5881403,-088.4306257,06,,,131869,116480,90245,10027,742,4700,24,10742,15389,14696,1432,1414,1175,45,9906,85,81,6,255,5,4,204,33,37,14,649,142,44,1,131,18,0,244,24,24,2,7,0,8,3,0,0,0,1,0,0,41,7,0,11,7,4,0,3,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,3,3,131869,27127,104742,99622,84690,9693,117,4625,10,487,5120,4886,1280,1174,1106,39,1031,57,76,4,71,5,1,2,30,8,2,213,115,33,1,16,12,0,14,18,1,0,0,0,0,3,0,0,0,0,0,0,21,7,0,1,4,4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,93955,85065,66863,6839,536,3428,15,7384,8890,8560,528,934,451,32,6224,54,23,2,116,0,4,150,29,6,7,310,72,16,0,41,7,0,151,8,0,0,7,0,8,0,0,0,0,0,0,0,20,0,0,8,0,2,0,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,93955,17131,76824,74159,63642,6710,93,3395,10,309,2665,2559,494,809,436,28,664,41,23,0,32,0,1,2,26,1,2,98,62,13,0,7,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45008,43534,1474,402,327,130,0,197,0,75,0,0,75
PLST,IL,050,00,00,000,0000049,0500000US17095,17095,2,3,17,01779784,095,H1,00424249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23660,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855427713,8837382,Knox,Knox County,A,,49967,23817,+40.9309446,-090.2137921,06,,,49967,46760,40664,4457,117,363,18,1141,3207,3043,1016,687,115,4,954,26,12,0,52,4,0,4,157,8,4,156,56,16,6,27,22,0,14,9,0,0,2,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,49967,3051,46916,44622,39615,4354,73,361,12,207,2294,2193,956,642,110,0,268,22,11,0,18,4,0,0,157,5,0,100,43,9,6,7,22,0,0,9,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40028,38125,33434,3346,102,308,9,926,1903,1820,339,528,66,3,655,21,11,0,30,2,0,3,157,1,4,77,29,0,6,9,10,0,10,9,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,40028,2067,37961,36608,32784,3294,60,306,6,158,1353,1303,326,505,61,0,214,17,10,0,11,2,0,0,157,0,0,49,20,0,6,0,10,0,0,9,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23817,20851,2966,3619,2267,1704,23,540,0,1352,990,0,362
PLST,IL,050,00,00,000,0000050,0500000US17097,17097,2,3,17,01779784,097,H1,01784796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16980,1,176,29404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148954660,2395002634,Lake,Lake County,A,,714342,269378,+42.1859677,-087.8059389,06,,,714342,637952,435395,49035,7112,59390,440,86580,76390,72785,5116,4778,7026,284,50102,495,375,66,1368,70,5,2394,232,359,115,3286,577,159,7,558,136,8,1219,157,326,14,2,11,49,17,19,4,0,4,6,13,273,65,0,139,16,19,3,11,6,0,0,5,5,3,1,0,44,12,28,0,0,0,4,2,2,714342,171962,542380,518975,408349,47240,909,58901,312,3264,23405,22252,4512,3884,6649,251,5205,409,357,57,457,60,5,44,222,111,29,1062,392,138,7,134,118,7,15,156,47,0,2,11,1,17,10,4,0,0,1,2,79,52,0,3,6,0,0,11,0,0,0,4,0,3,0,0,10,10,0,0,0,0,0,2,2,544037,495262,348907,36157,5010,44174,348,60666,48775,46805,2346,3514,3023,173,34190,371,191,36,809,51,5,1667,175,172,82,1756,324,52,1,226,57,4,825,79,116,8,1,3,27,9,6,3,0,4,6,5,180,36,0,96,14,13,3,6,1,0,0,5,5,0,1,0,32,12,16,0,0,0,4,2,2,544037,116047,427990,414350,331853,35295,704,43920,258,2320,13640,13063,2156,2993,2901,157,3647,321,191,33,328,41,5,37,170,64,19,517,226,43,1,64,45,3,10,78,22,0,1,3,1,9,5,3,0,0,1,2,48,29,0,3,6,0,0,6,0,0,0,4,0,0,0,0,10,10,0,0,0,0,0,2,2,269378,253386,15992,19966,5042,623,300,4025,94,14924,2226,11079,1619
PLST,IL,050,00,00,000,0000051,0500000US17099,17099,2,3,17,01779784,099,H1,00422247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36837,2,176,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940059894,33708940,LaSalle,LaSalle County,A,,109658,49812,+41.3433407,-088.8859312,06,,,109658,101803,93847,2633,446,860,18,3999,7855,7558,894,1580,373,11,4515,27,7,0,62,4,0,57,7,11,10,267,69,21,3,51,16,2,95,0,4,0,0,0,3,2,1,0,0,0,0,0,22,0,3,16,0,0,0,1,2,0,0,0,0,0,0,0,8,0,2,0,0,3,3,0,0,109658,11456,98202,94272,90445,2514,153,855,8,297,3930,3801,839,1457,360,9,1072,20,5,0,23,4,0,0,4,8,0,110,66,10,1,5,16,2,7,0,1,0,0,0,0,1,1,0,0,0,0,0,19,0,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86518,81627,75667,2099,329,684,13,2835,4891,4745,299,1193,169,4,2964,17,7,0,39,3,0,34,4,2,10,126,34,4,0,8,12,0,60,0,3,0,0,0,3,2,0,0,0,0,0,0,12,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,0,3,3,0,0,86518,7277,79241,76762,73720,2032,125,684,5,196,2479,2417,286,1122,165,4,799,15,5,0,14,3,0,0,4,0,0,51,31,0,0,0,12,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49812,45203,4609,2891,2591,1731,25,835,0,300,0,0,300
PLST,IL,050,00,00,000,0000052,0500000US17101,17101,2,3,17,01779784,101,H1,00424252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963938126,5076516,Lawrence,Lawrence County,A,,15280,6279,+38.7189542,-087.7302207,06,,,15280,14736,12885,1406,18,58,8,361,544,505,94,254,15,4,128,0,0,0,4,0,0,1,0,5,0,34,11,3,1,1,4,0,5,2,0,0,3,0,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15280,514,14766,14276,12777,1393,12,58,7,29,490,461,87,254,15,4,96,0,0,0,4,0,0,1,0,0,0,24,11,3,1,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12334,12000,10211,1384,12,51,8,334,334,319,34,181,13,2,84,0,0,0,4,0,0,1,0,0,0,15,8,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12334,423,11911,11605,10140,1371,10,51,7,26,306,295,30,181,13,2,64,0,0,0,4,0,0,1,0,0,0,11,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6279,5571,708,2267,2138,1995,0,143,0,129,0,0,129
PLST,IL,050,00,00,000,0000053,0500000US17103,17103,2,3,17,01779784,103,H1,00424253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940,2,221,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877189070,9732924,Lee,Lee County,A,,34145,14985,+41.7474465,-089.2993616,06,,,34145,32257,29109,1867,88,248,10,935,1888,1839,353,430,91,3,909,8,4,0,16,0,0,20,5,0,0,45,12,1,0,5,0,2,15,9,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34145,2324,31821,30649,28435,1831,30,248,10,95,1172,1146,322,403,84,3,305,8,4,0,12,0,0,0,5,0,0,24,12,1,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27405,26220,23440,1704,76,211,10,779,1185,1155,119,343,52,3,602,6,2,0,11,0,0,14,3,0,0,28,7,0,0,1,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27405,1603,25802,25049,23040,1688,30,211,10,70,753,738,111,326,48,3,232,6,2,0,7,0,0,0,3,0,0,14,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14985,13589,1396,2719,2548,2206,0,341,1,171,0,0,171
PLST,IL,050,00,00,000,0000054,0500000US17105,17105,2,3,17,01779784,105,H1,00424254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38700,2,145,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2702983878,5975815,Livingston,Livingston County,A,,35815,15920,+40.8943761,-088.5528518,06,,,35815,34181,32068,1113,77,171,1,751,1634,1541,279,489,78,7,643,9,3,4,16,2,4,2,5,0,0,82,28,2,1,12,1,0,12,11,4,5,3,0,0,2,1,0,0,0,0,0,11,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35815,1859,33956,32898,31518,1081,38,171,1,89,1058,1002,246,448,78,7,201,6,3,4,0,0,4,0,5,0,0,48,28,2,1,5,1,0,0,5,0,3,0,0,0,2,1,0,0,0,0,0,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27963,27017,25239,980,54,142,0,602,946,895,71,340,43,0,410,9,0,3,7,2,4,1,5,0,0,43,16,0,1,1,0,0,12,6,4,0,3,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27963,1199,26764,26139,24950,958,27,142,0,62,625,602,69,325,43,0,147,6,0,3,0,0,4,0,5,0,0,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15920,14396,1524,1796,1674,1309,0,365,0,122,0,0,122
