state,county,tract,SUMLEVEL,GEO_ID,GEOCOMP,LSAD_NAME,STATE,COUNTY,COUSUB,TRACT,BLKGRP,BLOCK,PLACE,CONCIT,SLDL,SLDU,VTD,P001001,P001002,P001003,P001004,P001005,P001006,P001007,P001008,P001009,P001010,P001026,P001047,P001063,P001070,P002001,P002002,P002003,P002004,P002005,P002006,P002007,P002008,P002009,P002010,P002011,P002012,P002028,P002049,P002065,P002072,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P004004,P004005,P004006,P004007,P004008,P004009,P004010,P004011,P004012,P004028,P004049,P004065,P004072,H001001,H001002,H001003
17,031,550200,140,1400000US17031550200,00,Census Tract 5502,17,031,,550200,,,,,,,,2798,2714,2116,84,13,16,0,485,84,80,4,0,0,0,2798,1309,1489,1464,1372,76,5,11,0,0,25,24,1,0,0,0,2138,2090,1693,57,8,14,0,318,48,46,2,0,0,0,2138,851,1287,1275,1209,52,3,11,0,0,12,12,0,0,0,0,1107,1053,54
17,031,560100,140,1400000US17031560100,00,Census Tract 5601,17,031,,560100,,,,,,,,1473,1408,761,261,4,72,2,308,65,63,2,0,0,0,1473,940,533,518,188,252,3,72,2,1,15,15,0,0,0,0,1129,1087,576,237,3,64,2,205,42,42,0,0,0,0,1129,639,490,480,179,232,2,64,2,1,10,10,0,0,0,0,354,336,18
17,031,560200,140,1400000US17031560200,00,Census Tract 5602,17,031,,560200,,,,,,,,1721,1702,130,1500,1,0,0,71,19,19,0,0,0,0,1721,214,1507,1499,8,1491,0,0,0,0,8,8,0,0,0,0,1295,1282,84,1152,1,0,0,45,13,13,0,0,0,0,1295,135,1160,1154,7,1147,0,0,0,0,6,6,0,0,0,0,1155,506,649
17,031,560300,140,1400000US17031560300,00,Census Tract 5603,17,031,,560300,,,,,,,,3187,3096,2120,148,17,76,0,735,91,90,1,0,0,0,3187,1966,1221,1216,1012,135,0,67,0,2,5,5,0,0,0,0,2312,2259,1626,109,14,55,0,455,53,52,1,0,0,0,2312,1265,1047,1045,892,100,0,51,0,2,2,2,0,0,0,0,949,918,31
17,031,560400,140,1400000US17031560400,00,Census Tract 5604,17,031,,560400,,,,,,,,1516,1480,978,30,31,47,1,393,36,35,1,0,0,0,1516,1053,463,458,405,12,4,34,1,2,5,5,0,0,0,0,1120,1096,752,23,17,36,1,267,24,23,1,0,0,0,1120,708,412,407,367,8,2,29,1,0,5,5,0,0,0,0,434,415,19
17,031,560700,140,1400000US17031560700,00,Census Tract 5607,17,031,,560700,,,,,,,,3484,3359,2657,41,23,36,0,602,125,124,1,0,0,0,3484,1753,1731,1715,1653,28,1,33,0,0,16,16,0,0,0,0,2587,2504,2048,31,13,23,0,389,83,83,0,0,0,0,2587,1135,1452,1444,1396,25,1,22,0,0,8,8,0,0,0,0,1278,1190,88
17,031,560800,140,1400000US17031560800,00,Census Tract 5608,17,031,,560800,,,,,,,,5411,5306,4456,14,29,41,0,766,105,102,3,0,0,0,5411,1898,3513,3479,3426,8,6,37,0,2,34,31,3,0,0,0,4178,4118,3544,8,20,35,0,511,60,60,0,0,0,0,4178,1250,2928,2907,2864,4,5,33,0,1,21,21,0,0,0,0,2176,2067,109
17,031,560900,140,1400000US17031560900,00,Census Tract 5609,17,031,,560900,,,,,,,,5093,5008,4484,19,16,23,0,466,85,84,1,0,0,0,5093,1387,3706,3659,3617,14,3,23,0,2,47,47,0,0,0,0,3954,3906,3567,10,11,15,0,303,48,47,1,0,0,0,3954,870,3084,3056,3026,10,3,15,0,2,28,28,0,0,0,0,1946,1889,57
17,031,561000,140,1400000US17031561000,00,Census Tract 5610,17,031,,561000,,,,,,,,5161,5100,4563,34,41,29,0,433,61,60,1,0,0,0,5161,1273,3888,3870,3794,23,9,29,0,15,18,18,0,0,0,0,4048,4008,3642,28,24,20,0,294,40,39,1,0,0,0,4048,851,3197,3188,3130,22,7,20,0,9,9,9,0,0,0,0,2115,2013,102
17,031,561100,140,1400000US17031561100,00,Census Tract 5611,17,031,,561100,,,,,,,,5407,5313,4458,21,11,32,0,791,94,83,11,0,0,0,5407,1958,3449,3426,3378,19,2,22,0,5,23,21,2,0,0,0,4178,4135,3559,13,11,23,0,529,43,39,4,0,0,0,4178,1293,2885,2876,2840,13,2,19,0,2,9,9,0,0,0,0,1986,1919,67
17,031,570100,140,1400000US17031570100,00,Census Tract 5701,17,031,,570100,,,,,,,,1257,1218,700,22,13,23,0,460,39,36,3,0,0,0,1257,916,341,333,294,15,0,23,0,1,8,8,0,0,0,0,913,886,526,14,8,20,0,318,27,27,0,0,0,0,913,612,301,295,266,8,0,20,0,1,6,6,0,0,0,0,427,386,41
17,031,570200,140,1400000US17031570200,00,Census Tract 5702,17,031,,570200,,,,,,,,1943,1892,1174,16,29,55,0,618,51,46,5,0,0,0,1943,1459,484,478,421,8,0,49,0,0,6,6,0,0,0,0,1367,1334,864,12,19,41,0,398,33,31,2,0,0,0,1367,941,426,423,380,6,0,37,0,0,3,3,0,0,0,0,621,560,61
17,031,570300,140,1400000US17031570300,00,Census Tract 5703,17,031,,570300,,,,,,,,6116,5929,3214,55,35,28,0,2597,187,186,1,0,0,0,6116,4835,1281,1259,1182,36,6,27,0,8,22,22,0,0,0,0,4199,4091,2353,38,26,26,0,1648,108,108,0,0,0,0,4199,3070,1129,1121,1060,28,4,25,0,4,8,8,0,0,0,0,1858,1675,183
17,031,570400,140,1400000US17031570400,00,Census Tract 5704,17,031,,570400,,,,,,,,1615,1567,838,39,23,26,1,640,48,48,0,0,0,0,1615,1225,390,386,318,36,5,26,0,1,4,4,0,0,0,0,1148,1120,637,27,12,20,1,423,28,28,0,0,0,0,1148,809,339,337,290,25,2,20,0,0,2,2,0,0,0,0,570,512,58
17,031,570500,140,1400000US17031570500,00,Census Tract 5705,17,031,,570500,,,,,,,,2462,2391,1474,43,26,13,0,835,71,68,3,0,0,0,2462,1747,715,712,659,35,4,13,0,1,3,3,0,0,0,0,1769,1728,1105,31,17,11,0,564,41,38,3,0,0,0,1769,1150,619,617,574,27,4,11,0,1,2,2,0,0,0,0,774,711,63
17,031,580100,140,1400000US17031580100,00,Census Tract 5801,17,031,,580100,,,,,,,,2989,2871,1479,66,9,414,1,902,118,114,4,0,0,0,2989,2229,760,752,286,53,0,409,0,4,8,8,0,0,0,0,2073,2007,1060,50,7,310,1,579,66,66,0,0,0,0,2073,1453,620,612,261,43,0,306,0,2,8,8,0,0,0,0,951,836,115
17,031,580200,140,1400000US17031580200,00,Census Tract 5802,17,031,,580200,,,,,,,,3515,3370,1525,64,30,275,0,1476,145,137,6,2,0,0,3515,2900,615,596,271,48,2,274,0,1,19,19,0,0,0,0,2346,2250,1064,32,20,203,0,931,96,90,4,2,0,0,2346,1850,496,480,250,26,1,202,0,1,16,16,0,0,0,0,1013,911,102
17,031,580300,140,1400000US17031580300,00,Census Tract 5803,17,031,,580300,,,,,,,,2426,2349,1062,27,19,204,0,1037,77,71,6,0,0,0,2426,2095,331,323,91,23,5,204,0,0,8,8,0,0,0,0,1652,1602,705,18,13,143,0,723,50,48,2,0,0,0,1652,1411,241,235,72,16,4,143,0,0,6,6,0,0,0,0,740,638,102
17,031,580400,140,1400000US17031580400,00,Census Tract 5804,17,031,,580400,,,,,,,,4795,4653,2052,70,50,337,5,2139,142,136,6,0,0,0,4795,3926,869,855,473,41,2,335,0,4,14,13,1,0,0,0,3197,3115,1422,51,25,255,2,1360,82,79,3,0,0,0,3197,2474,723,713,420,33,2,255,0,3,10,10,0,0,0,0,1569,1374,195
17,031,580501,140,1400000US17031580501,00,Census Tract 5805.01,17,031,,580501,,,,,,,,5067,4908,2491,89,47,128,0,2153,159,151,8,0,0,0,5067,4360,707,701,519,50,3,125,0,4,6,6,0,0,0,0,3410,3319,1705,60,31,109,0,1414,91,86,5,0,0,0,3410,2813,597,594,438,41,3,108,0,4,3,3,0,0,0,0,1667,1419,248
17,031,580502,140,1400000US17031580502,00,Census Tract 5805.02,17,031,,580502,,,,,,,,5349,5182,2472,132,46,218,4,2310,167,162,5,0,0,0,5349,4566,783,776,452,104,5,208,0,7,7,2,5,0,0,0,3506,3393,1667,66,28,167,4,1461,113,110,3,0,0,0,3506,2894,612,607,385,53,4,161,0,4,5,2,3,0,0,0,1622,1395,227
17,031,580600,140,1400000US17031580600,00,Census Tract 5806,17,031,,580600,,,,,,,,5531,5358,2717,81,66,230,1,2263,173,169,3,1,0,0,5531,4778,753,738,452,49,6,228,0,3,15,14,1,0,0,0,3540,3444,1771,61,37,185,1,1389,96,94,2,0,0,0,3540,2903,637,628,400,37,5,183,0,3,9,8,1,0,0,0,1705,1488,217
17,031,580700,140,1400000US17031580700,00,Census Tract 5807,17,031,,580700,,,,,,,,6137,5958,2715,177,55,341,0,2670,179,174,5,0,0,0,6137,5217,920,906,438,110,4,335,0,19,14,14,0,0,0,0,4000,3893,1825,102,33,275,0,1658,107,103,4,0,0,0,4000,3256,744,734,397,57,3,271,0,6,10,10,0,0,0,0,1842,1588,254
17,031,580800,140,1400000US17031580800,00,Census Tract 5808,17,031,,580800,,,,,,,,2061,1995,913,13,17,9,0,1043,66,64,2,0,0,0,2061,1923,138,138,119,8,2,9,0,0,0,0,0,0,0,0,1326,1286,603,12,12,5,0,654,40,38,2,0,0,0,1326,1199,127,127,112,8,2,5,0,0,0,0,0,0,0,0,592,529,63
17,031,590500,140,1400000US17031590500,00,Census Tract 5905,17,031,,590500,,,,,,,,1672,1638,806,37,14,242,0,539,34,30,4,0,0,0,1672,1001,671,661,395,24,4,238,0,0,10,8,2,0,0,0,1270,1251,661,26,7,184,0,373,19,17,2,0,0,0,1270,703,567,565,356,22,3,184,0,0,2,2,0,0,0,0,677,604,73
17,031,590600,140,1400000US17031590600,00,Census Tract 5906,17,031,,590600,,,,,,,,3564,3418,1923,60,27,203,2,1203,146,138,7,1,0,0,3564,2667,897,864,617,35,3,203,2,4,33,26,6,1,0,0,2494,2407,1382,38,15,160,2,810,87,85,1,1,0,0,2494,1745,749,730,536,27,3,160,2,2,19,17,1,1,0,0,1293,1148,145
17,031,590700,140,1400000US17031590700,00,Census Tract 5907,17,031,,590700,,,,,,,,3100,2985,1824,46,18,279,0,818,115,114,1,0,0,0,3100,2333,767,749,439,33,1,276,0,0,18,18,0,0,0,0,2104,2039,1250,33,14,230,0,512,65,64,1,0,0,0,2104,1469,635,625,372,26,0,227,0,0,10,10,0,0,0,0,1070,932,138
17,031,600400,140,1400000US17031600400,00,Census Tract 6004,17,031,,600400,,,,,,,,3891,3842,1334,49,10,2182,5,262,49,44,3,1,1,0,3891,612,3279,3255,1031,45,3,2174,0,2,24,21,2,1,0,0,3113,3076,1098,45,5,1745,3,180,37,32,3,1,1,0,3113,408,2705,2684,900,42,1,1739,0,2,21,18,2,1,0,0,1618,1463,155
17,031,600600,140,1400000US17031600600,00,Census Tract 6006,17,031,,600600,,,,,,,,2738,2674,1229,21,11,868,0,545,64,62,2,0,0,0,2738,1051,1687,1668,783,15,5,864,0,1,19,18,1,0,0,0,2086,2048,976,17,7,690,0,358,38,37,1,0,0,0,2086,686,1400,1392,684,15,4,689,0,0,8,7,1,0,0,0,1115,978,137
17,031,600700,140,1400000US17031600700,00,Census Tract 6007,17,031,,600700,,,,,,,,2545,2468,1089,102,17,937,1,322,77,76,1,0,0,0,2545,719,1826,1800,762,98,1,937,1,1,26,26,0,0,0,0,2009,1963,889,93,15,738,1,227,46,45,1,0,0,0,2009,484,1525,1506,674,91,1,738,1,1,19,19,0,0,0,0,1128,1008,120
17,031,600900,140,1400000US17031600900,00,Census Tract 6009,17,031,,600900,,,,,,,,3699,3606,1706,257,34,945,0,664,93,88,4,1,0,0,3699,1249,2450,2409,1214,239,9,941,0,6,41,37,3,1,0,0,2882,2827,1416,177,23,776,0,435,55,50,4,1,0,0,2882,829,2053,2026,1074,165,9,774,0,4,27,23,3,1,0,0,1690,1439,251
17,031,610300,140,1400000US17031610300,00,Census Tract 6103,17,031,,610300,,,,,,,,5658,5452,2214,286,82,96,0,2774,206,185,15,0,0,6,5658,4960,698,676,321,252,4,92,0,7,22,15,7,0,0,0,3631,3501,1461,182,53,70,0,1735,130,118,6,0,0,6,3631,3097,534,524,289,159,4,67,0,5,10,7,3,0,0,0,1902,1581,321
17,031,610400,140,1400000US17031610400,00,Census Tract 6104,17,031,,610400,,,,,,,,2213,2145,941,65,27,4,1,1107,68,68,0,0,0,0,2213,2109,104,103,64,27,2,4,1,5,1,1,0,0,0,0,1408,1369,608,39,16,3,1,702,39,39,0,0,0,0,1408,1324,84,83,59,18,0,3,1,2,1,1,0,0,0,0,733,614,119
17,031,610800,140,1400000US17031610800,00,Census Tract 6108,17,031,,610800,,,,,,,,1393,1367,1198,25,3,58,0,83,26,25,1,0,0,0,1393,227,1166,1153,1069,25,2,57,0,0,13,12,1,0,0,0,1039,1024,911,21,3,38,0,51,15,15,0,0,0,0,1039,140,899,893,832,21,2,38,0,0,6,6,0,0,0,0,618,528,90
17,031,611000,140,1400000US17031611000,00,Census Tract 6110,17,031,,611000,,,,,,,,1098,1088,97,818,1,2,0,170,10,10,0,0,0,0,1098,257,841,831,11,811,0,2,0,7,10,10,0,0,0,0,720,716,62,544,1,2,0,107,4,4,0,0,0,0,720,158,562,558,9,540,0,2,0,7,4,4,0,0,0,0,405,300,105
17,031,611100,140,1400000US17031611100,00,Census Tract 6111,17,031,,611100,,,,,,,,2922,2815,907,553,56,10,0,1289,107,106,1,0,0,0,2922,2227,695,679,105,539,17,10,0,8,16,16,0,0,0,0,1903,1834,598,384,33,10,0,809,69,68,1,0,0,0,1903,1397,506,491,92,374,11,10,0,4,15,15,0,0,0,0,994,779,215
17,031,611200,140,1400000US17031611200,00,Census Tract 6112,17,031,,611200,,,,,,,,2824,2736,919,702,16,25,0,1074,88,84,4,0,0,0,2824,1997,827,812,102,680,5,21,0,4,15,12,3,0,0,0,1734,1680,600,425,12,16,0,627,54,50,4,0,0,0,1734,1203,531,519,86,413,5,13,0,2,12,9,3,0,0,0,915,735,180
17,031,611300,140,1400000US17031611300,00,Census Tract 6113,17,031,,611300,,,,,,,,3556,3449,1390,499,25,7,0,1528,107,99,8,0,0,0,3556,2943,613,602,148,445,0,7,0,2,11,8,3,0,0,0,2224,2149,866,294,19,7,0,963,75,72,3,0,0,0,2224,1808,416,406,121,277,0,7,0,1,10,8,2,0,0,0,1130,891,239
17,031,611400,140,1400000US17031611400,00,Census Tract 6114,17,031,,611400,,,,,,,,4105,3968,1612,326,8,9,0,2013,137,132,5,0,0,0,4105,3670,435,414,119,282,0,7,0,6,21,19,2,0,0,0,2519,2434,995,174,4,9,0,1252,85,80,5,0,0,0,2519,2225,294,276,110,155,0,7,0,4,18,16,2,0,0,0,1201,1060,141
17,031,611500,140,1400000US17031611500,00,Census Tract 6115,17,031,,611500,,,,,,,,3567,3485,1309,401,18,20,4,1733,82,78,4,0,0,0,3567,3002,565,556,154,382,0,14,3,3,9,8,1,0,0,0,2368,2311,865,327,14,18,4,1083,57,53,4,0,0,0,2368,1883,485,478,138,320,0,14,3,3,7,6,1,0,0,0,1125,984,141
17,031,611600,140,1400000US17031611600,00,Census Tract 6116,17,031,,611600,,,,,,,,1609,1562,152,1063,8,6,2,331,47,45,2,0,0,0,1609,516,1093,1080,19,1057,1,1,2,0,13,11,2,0,0,0,1058,1027,98,716,6,6,2,199,31,29,2,0,0,0,1058,319,739,733,15,714,1,1,2,0,6,4,2,0,0,0,585,431,154
17,031,611700,140,1400000US17031611700,00,Census Tract 6117,17,031,,611700,,,,,,,,1990,1953,226,1293,25,3,0,406,37,37,0,0,0,0,1990,698,1292,1276,9,1267,0,0,0,0,16,16,0,0,0,0,1266,1236,132,825,16,3,0,260,30,30,0,0,0,0,1266,437,829,815,9,806,0,0,0,0,14,14,0,0,0,0,759,533,226
17,031,611800,140,1400000US17031611800,00,Census Tract 6118,17,031,,611800,,,,,,,,2139,2119,186,1630,16,5,0,282,20,19,1,0,0,0,2139,497,1642,1636,13,1617,6,0,0,0,6,6,0,0,0,0,1393,1381,119,1078,11,3,0,170,12,11,1,0,0,0,1393,301,1092,1088,13,1070,5,0,0,0,4,4,0,0,0,0,874,605,269
17,031,611900,140,1400000US17031611900,00,Census Tract 6119,17,031,,611900,,,,,,,,2045,2021,153,1723,0,0,0,145,24,24,0,0,0,0,2045,295,1750,1733,29,1703,0,0,0,1,17,17,0,0,0,0,1273,1255,102,1074,0,0,0,79,18,18,0,0,0,0,1273,171,1102,1088,26,1061,0,0,0,1,14,14,0,0,0,0,861,604,257
17,031,612000,140,1400000US17031612000,00,Census Tract 6120,17,031,,612000,,,,,,,,1545,1527,29,1438,5,0,0,55,18,14,3,1,0,0,1545,78,1467,1453,17,1427,5,0,0,4,14,10,3,1,0,0,1073,1060,28,997,3,0,0,32,13,9,3,1,0,0,1073,51,1022,1013,16,990,3,0,0,4,9,5,3,1,0,0,677,483,194
17,031,612100,140,1400000US17031612100,00,Census Tract 6121,17,031,,612100,,,,,,,,1470,1450,39,1388,5,0,0,18,20,20,0,0,0,0,1470,51,1419,1404,17,1381,5,0,0,1,15,15,0,0,0,0,989,974,36,924,3,0,0,11,15,15,0,0,0,0,989,38,951,939,15,920,3,0,0,1,12,12,0,0,0,0,620,490,130
17,031,620100,140,1400000US17031620100,00,Census Tract 6201,17,031,,620100,,,,,,,,4289,4193,2212,96,37,98,2,1748,96,92,4,0,0,0,4289,3568,721,719,535,89,2,89,0,4,2,2,0,0,0,0,2965,2900,1610,56,23,81,2,1128,65,62,3,0,0,0,2965,2345,620,618,483,53,2,78,0,2,2,2,0,0,0,0,1180,1120,60
17,031,620200,140,1400000US17031620200,00,Census Tract 6202,17,031,,620200,,,,,,,,2223,2143,1323,73,13,27,0,707,80,76,4,0,0,0,2223,1515,708,704,608,64,5,27,0,0,4,4,0,0,0,0,1632,1579,1042,53,5,22,0,457,53,50,3,0,0,0,1632,995,637,635,562,50,1,22,0,0,2,2,0,0,0,0,768,727,41
17,031,620300,140,1400000US17031620300,00,Census Tract 6203,17,031,,620300,,,,,,,,6399,6219,3877,78,52,77,0,2135,180,173,7,0,0,0,6399,4651,1748,1717,1586,58,7,63,0,3,31,31,0,0,0,0,4539,4432,2946,51,33,56,0,1346,107,105,2,0,0,0,4539,2991,1548,1528,1428,43,5,50,0,2,20,20,0,0,0,0,2006,1874,132
17,031,620400,140,1400000US17031620400,00,Census Tract 6204,17,031,,620400,,,,,,,,5198,5060,3019,64,61,45,0,1871,138,137,1,0,0,0,5198,4580,618,615,521,44,1,43,0,6,3,3,0,0,0,0,3454,3362,2032,43,34,41,0,1212,92,91,1,0,0,0,3454,2894,560,557,484,30,1,39,0,3,3,3,0,0,0,0,1318,1236,82
17,031,630100,140,1400000US17031630100,00,Census Tract 6301,17,031,,630100,,,,,,,,1156,1134,386,266,3,2,0,477,22,22,0,0,0,0,1156,852,304,303,48,247,1,2,0,5,1,1,0,0,0,0,743,731,239,190,2,2,0,298,12,12,0,0,0,0,743,523,220,219,37,178,1,2,0,1,1,1,0,0,0,0,361,315,46
17,031,630200,140,1400000US17031630200,00,Census Tract 6302,17,031,,630200,,,,,,,,1931,1824,863,37,4,28,0,892,107,105,2,0,0,0,1931,1715,216,209,152,28,0,28,0,1,7,6,1,0,0,0,1267,1203,570,28,3,20,0,582,64,63,1,0,0,0,1267,1089,178,174,131,22,0,20,0,1,4,4,0,0,0,0,597,513,84
17,031,630300,140,1400000US17031630300,00,Census Tract 6303,17,031,,630300,,,,,,,,5521,5360,2347,85,38,28,16,2846,161,160,1,0,0,0,5521,5182,339,336,230,75,0,22,5,4,3,3,0,0,0,0,3439,3336,1519,59,26,21,11,1700,103,103,0,0,0,0,3439,3141,298,296,218,53,0,20,4,1,2,2,0,0,0,0,1377,1264,113
17,031,630400,140,1400000US17031630400,00,Census Tract 6304,17,031,,630400,,,,,,,,7083,6951,3347,54,57,11,2,3480,132,131,1,0,0,0,7083,6635,448,444,389,40,2,7,0,6,4,4,0,0,0,0,4558,4470,2220,37,38,9,2,2164,88,87,1,0,0,0,4558,4171,387,384,346,29,0,7,0,2,3,3,0,0,0,0,1807,1645,162
17,031,630500,140,1400000US17031630500,00,Census Tract 6305,17,031,,630500,,,,,,,,6364,6132,3100,168,54,22,0,2788,232,226,6,0,0,0,6364,5896,468,462,296,144,6,12,0,4,6,6,0,0,0,0,4068,3953,2007,115,34,19,0,1778,115,113,2,0,0,0,4068,3671,397,395,278,100,3,12,0,2,2,2,0,0,0,0,1645,1473,172
17,031,630800,140,1400000US17031630800,00,Census Tract 6308,17,031,,630800,,,,,,,,7107,6886,3246,488,57,24,0,3071,221,219,1,1,0,0,7107,6337,770,741,298,422,3,15,0,3,29,29,0,0,0,0,4631,4484,2159,322,38,20,0,1945,147,146,0,1,0,0,4631,4039,592,574,268,285,3,15,0,3,18,18,0,0,0,0,1745,1637,108
17,031,630900,140,1400000US17031630900,00,Census Tract 6309,17,031,,630900,,,,,,,,5363,5177,2554,150,50,24,0,2399,186,174,12,0,0,0,5363,4875,488,480,342,109,5,23,0,1,8,7,1,0,0,0,3476,3357,1668,112,30,20,0,1527,119,109,10,0,0,0,3476,3046,430,423,305,95,4,19,0,0,7,6,1,0,0,0,1343,1262,81
17,031,640100,140,1400000US17031640100,00,Census Tract 6401,17,031,,640100,,,,,,,,1211,1182,775,52,3,10,5,337,29,22,7,0,0,0,1211,753,458,444,381,44,0,10,0,9,14,8,6,0,0,0,875,853,590,32,2,10,4,215,22,15,7,0,0,0,875,480,395,383,337,30,0,10,0,6,12,6,6,0,0,0,490,414,76
17,031,640300,140,1400000US17031640300,00,Census Tract 6403,17,031,,640300,,,,,,,,6463,6198,5055,67,17,44,1,1014,265,263,2,0,0,0,6463,2907,3556,3506,3398,56,5,39,0,8,50,49,1,0,0,0,4788,4642,3885,45,13,34,1,664,146,144,2,0,0,0,4788,1830,2958,2933,2853,40,5,32,0,3,25,24,1,0,0,0,2423,2271,152
17,031,640400,140,1400000US17031640400,00,Census Tract 6404,17,031,,640400,,,,,,,,3190,3111,2700,17,24,24,0,346,79,67,12,0,0,0,3190,1011,2179,2156,2113,12,9,21,0,1,23,23,0,0,0,0,2485,2446,2172,11,16,18,0,229,39,31,8,0,0,0,2485,642,1843,1829,1792,11,9,16,0,1,14,14,0,0,0,0,1263,1212,51
17,031,640500,140,1400000US17031640500,00,Census Tract 6405,17,031,,640500,,,,,,,,3491,3424,2855,52,16,55,2,444,67,64,3,0,0,0,3491,1170,2321,2298,2198,39,4,54,2,1,23,21,2,0,0,0,2762,2718,2324,39,10,45,2,298,44,41,3,0,0,0,2762,780,1982,1968,1887,29,4,45,2,1,14,12,2,0,0,0,1558,1457,101
17,031,640600,140,1400000US17031640600,00,Census Tract 6406,17,031,,640600,,,,,,,,3912,3797,3028,58,22,58,1,630,115,109,6,0,0,0,3912,1600,2312,2277,2177,47,5,44,1,3,35,30,5,0,0,0,3016,2959,2423,39,15,45,1,436,57,53,4,0,0,0,3016,1057,1959,1937,1856,34,5,38,1,3,22,19,3,0,0,0,1720,1595,125
17,031,640700,140,1400000US17031640700,00,Census Tract 6407,17,031,,640700,,,,,,,,3156,3052,2353,43,28,24,0,604,104,102,2,0,0,0,3156,1760,1396,1372,1315,31,4,22,0,0,24,22,2,0,0,0,2251,2200,1767,29,18,17,0,369,51,50,1,0,0,0,2251,1082,1169,1155,1113,23,2,17,0,0,14,13,1,0,0,0,1087,1022,65
17,031,640800,140,1400000US17031640800,00,Census Tract 6408,17,031,,640800,,,,,,,,1716,1675,943,53,8,22,2,647,41,41,0,0,0,0,1716,1283,433,427,339,53,0,22,1,12,6,6,0,0,0,0,1237,1214,711,29,3,18,1,452,23,23,0,0,0,0,1237,864,373,367,308,29,0,18,1,11,6,6,0,0,0,0,533,496,37
17,031,650100,140,1400000US17031650100,00,Census Tract 6501,17,031,,650100,,,,,,,,4816,4658,2683,171,25,32,0,1747,158,144,10,3,1,0,4816,4075,741,724,529,153,6,32,0,4,17,10,4,3,0,0,3296,3193,1898,116,20,24,0,1135,103,97,4,1,1,0,3296,2666,630,623,484,107,4,24,0,4,7,3,3,1,0,0,1293,1203,90
17,031,650200,140,1400000US17031650200,00,Census Tract 6502,17,031,,650200,,,,,,,,7320,7049,4428,138,46,51,0,2386,271,266,5,0,0,0,7320,5641,1679,1655,1495,114,7,38,0,1,24,22,2,0,0,0,5056,4898,3215,90,32,34,0,1527,158,154,4,0,0,0,5056,3606,1450,1433,1324,76,4,28,0,1,17,15,2,0,0,0,2188,2033,155
17,031,650301,140,1400000US17031650301,00,Census Tract 6503.01,17,031,,650301,,,,,,,,5711,5523,3583,79,57,27,6,1771,188,183,5,0,0,0,5711,4504,1207,1191,1101,54,3,26,1,6,16,16,0,0,0,0,3912,3791,2532,43,39,22,4,1151,121,117,4,0,0,0,3912,2892,1020,1013,952,33,2,21,1,4,7,7,0,0,0,0,1572,1501,71
17,031,650302,140,1400000US17031650302,00,Census Tract 6503.02,17,031,,650302,,,,,,,,4344,4223,2295,137,34,13,1,1743,121,120,1,0,0,0,4344,3708,636,627,482,127,4,13,1,0,9,9,0,0,0,0,2944,2863,1618,94,22,12,1,1116,81,80,1,0,0,0,2944,2393,551,545,442,86,4,12,1,0,6,6,0,0,0,0,1105,1021,84
17,031,650400,140,1400000US17031650400,00,Census Tract 6504,17,031,,650400,,,,,,,,6743,6548,3269,371,38,65,3,2802,195,193,2,0,0,0,6743,5692,1051,1037,614,355,1,63,0,4,14,13,1,0,0,0,4537,4410,2276,234,23,57,3,1817,127,125,2,0,0,0,4537,3660,877,867,582,224,1,56,0,4,10,9,1,0,0,0,1687,1607,80
17,031,650500,140,1400000US17031650500,00,Census Tract 6505,17,031,,650500,,,,,,,,4421,4299,2416,616,33,44,1,1189,122,121,1,0,0,0,4421,3049,1372,1339,703,587,7,38,1,3,33,33,0,0,0,0,3173,3094,1764,507,23,39,1,760,79,78,1,0,0,0,3173,1961,1212,1186,651,490,7,34,1,3,26,26,0,0,0,0,1517,1401,116
17,031,660301,140,1400000US17031660301,00,Census Tract 6603.01,17,031,,660301,,,,,,,,1785,1732,386,608,9,0,0,729,53,44,8,0,1,0,1785,1149,636,624,38,586,0,0,0,0,12,12,0,0,0,0,1150,1121,243,414,5,0,0,459,29,23,5,0,1,0,1150,709,441,435,33,402,0,0,0,0,6,6,0,0,0,0,641,485,156
17,031,660302,140,1400000US17031660302,00,Census Tract 6603.02,17,031,,660302,,,,,,,,5527,5382,1802,1284,60,20,0,2216,145,138,3,1,3,0,5527,4056,1471,1455,167,1248,4,20,0,16,16,13,3,0,0,0,3654,3558,1190,863,40,16,0,1449,96,89,3,1,3,0,3654,2614,1040,1026,154,845,1,16,0,10,14,11,3,0,0,0,1572,1395,177
17,031,660400,140,1400000US17031660400,00,Census Tract 6604,17,031,,660400,,,,,,,,5960,5745,2668,332,64,9,3,2669,215,208,6,0,1,0,5960,5239,721,705,386,300,4,9,1,5,16,15,1,0,0,0,3888,3751,1788,249,41,8,1,1664,137,132,4,0,1,0,3888,3274,614,598,356,225,4,8,1,4,16,15,1,0,0,0,1514,1408,106
17,031,660500,140,1400000US17031660500,00,Census Tract 6605,17,031,,660500,,,,,,,,5534,5394,2444,667,49,29,0,2205,140,135,5,0,0,0,5534,4397,1137,1119,462,630,4,22,0,1,18,17,1,0,0,0,3637,3560,1679,480,30,26,0,1345,77,73,4,0,0,0,3637,2727,910,901,417,460,2,21,0,1,9,8,1,0,0,0,1432,1309,123
