state,county,tract,SUMLEVEL,GEO_ID,GEOCOMP,LSAD_NAME,STATE,COUNTY,COUSUB,TRACT,BLKGRP,BLOCK,PLACE,CONCIT,SLDL,SLDU,VTD,P001001,P001002,P001003,P001004,P001005,P001006,P001007,P001008,P001009,P001010,P001026,P001047,P001063,P001070,P002001,P002002,P002003,P002004,P002005,P002006,P002007,P002008,P002009,P002010,P002011,P002012,P002028,P002049,P002065,P002072,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P004004,P004005,P004006,P004007,P004008,P004009,P004010,P004011,P004012,P004028,P004049,P004065,P004072,H001001,H001002,H001003
17,001,000100,140,1400000US17001000100,00,Census Tract 1,17,001,,000100,,,,,,,,4627,4551,4412,62,7,45,1,24,76,73,3,0,0,0,4627,72,4555,4487,4370,61,7,45,1,3,68,65,3,0,0,0,3663,3633,3538,43,7,32,0,13,30,29,1,0,0,0,3663,43,3620,3594,3512,43,7,32,0,0,26,25,1,0,0,0,2222,2115,107
17,001,000201,140,1400000US17001000201,00,Census Tract 2.01,17,001,,000201,,,,,,,,1986,1950,1882,53,2,9,1,3,36,35,1,0,0,0,1986,18,1968,1933,1868,53,2,9,1,0,35,35,0,0,0,0,1546,1538,1479,46,2,7,1,3,8,7,1,0,0,0,1546,15,1531,1524,1468,46,2,7,1,0,7,7,0,0,0,0,917,872,45
17,001,000202,140,1400000US17001000202,00,Census Tract 2.02,17,001,,000202,,,,,,,,2999,2948,2688,215,9,14,1,21,51,50,1,0,0,0,2999,62,2937,2890,2648,211,9,14,1,7,47,46,1,0,0,0,2447,2416,2192,187,7,13,1,16,31,30,1,0,0,0,2447,48,2399,2372,2162,184,7,13,1,5,27,26,1,0,0,0,1126,1046,80
17,001,000400,140,1400000US17001000400,00,Census Tract 4,17,001,,000400,,,,,,,,4322,4146,3527,582,9,13,0,15,176,167,9,0,0,0,4322,78,4244,4084,3493,562,7,13,0,9,160,153,7,0,0,0,3313,3238,2849,368,8,7,0,6,75,73,2,0,0,0,3313,50,3263,3198,2824,358,6,7,0,3,65,63,2,0,0,0,1793,1534,259
17,001,000500,140,1400000US17001000500,00,Census Tract 5,17,001,,000500,,,,,,,,2337,2267,1872,380,5,6,1,3,70,62,8,0,0,0,2337,18,2319,2255,1866,377,5,6,1,0,64,57,7,0,0,0,1759,1733,1475,244,4,6,1,3,26,21,5,0,0,0,1759,13,1746,1722,1469,242,4,6,1,0,24,20,4,0,0,0,1000,889,111
17,001,000600,140,1400000US17001000600,00,Census Tract 6,17,001,,000600,,,,,,,,3718,3648,3456,128,5,46,1,12,70,67,3,0,0,0,3718,44,3674,3609,3430,128,5,39,1,6,65,62,3,0,0,0,2841,2809,2687,82,4,32,1,3,32,31,1,0,0,0,2841,27,2814,2784,2668,82,4,28,1,1,30,29,1,0,0,0,1789,1629,160
17,001,000700,140,1400000US17001000700,00,Census Tract 7,17,001,,000700,,,,,,,,1481,1452,1278,153,5,9,0,7,29,29,0,0,0,0,1481,17,1464,1436,1268,153,5,9,0,1,28,28,0,0,0,0,1310,1295,1147,130,3,8,0,7,15,15,0,0,0,0,1310,14,1296,1282,1140,130,3,8,0,1,14,14,0,0,0,0,1017,849,168
17,001,000800,140,1400000US17001000800,00,Census Tract 8,17,001,,000800,,,,,,,,2711,2555,2317,184,18,11,1,24,156,147,9,0,0,0,2711,55,2656,2520,2293,184,18,11,1,13,136,130,6,0,0,0,1980,1930,1798,99,14,10,1,8,50,46,4,0,0,0,1980,25,1955,1910,1786,99,14,10,1,0,45,42,3,0,0,0,1218,1067,151
17,001,000900,140,1400000US17001000900,00,Census Tract 9,17,001,,000900,,,,,,,,2573,2515,2381,102,5,14,0,13,58,56,2,0,0,0,2573,37,2536,2484,2361,99,5,14,0,5,52,50,2,0,0,0,1976,1955,1855,75,5,12,0,8,21,20,1,0,0,0,1976,27,1949,1931,1840,73,5,12,0,1,18,17,1,0,0,0,1298,1169,129
17,001,001001,140,1400000US17001001001,00,Census Tract 10.01,17,001,,001001,,,,,,,,3391,3336,3241,58,3,20,3,11,55,47,8,0,0,0,3391,38,3353,3300,3216,54,3,19,3,5,53,45,8,0,0,0,2575,2551,2493,36,3,12,1,6,24,20,4,0,0,0,2575,18,2557,2533,2481,35,3,11,1,2,24,20,4,0,0,0,1515,1433,82
17,001,001002,140,1400000US17001001002,00,Census Tract 10.02,17,001,,001002,,,,,,,,3223,3188,3107,61,1,11,0,8,35,34,0,1,0,0,3223,45,3178,3146,3067,61,0,11,0,7,32,31,0,1,0,0,2539,2527,2475,40,0,10,0,2,12,12,0,0,0,0,2539,16,2523,2513,2462,40,0,10,0,1,10,10,0,0,0,0,1400,1332,68
17,001,001100,140,1400000US17001001100,00,Census Tract 11,17,001,,001100,,,,,,,,7257,7179,6782,188,2,169,1,37,78,71,7,0,0,0,7257,93,7164,7090,6728,187,2,168,1,4,74,67,7,0,0,0,5641,5610,5324,122,2,129,1,32,31,29,2,0,0,0,5641,66,5575,5545,5290,121,2,129,1,2,30,28,2,0,0,0,3303,3159,144
17,001,010100,140,1400000US17001010100,00,Census Tract 101,17,001,,010100,,,,,,,,4451,4427,4404,11,2,4,1,5,24,23,1,0,0,0,4451,17,4434,4410,4392,11,2,4,1,0,24,23,1,0,0,0,3374,3360,3347,5,2,4,1,1,14,13,1,0,0,0,3374,9,3365,3351,3339,5,2,4,1,0,14,13,1,0,0,0,1929,1730,199
17,001,010200,140,1400000US17001010200,00,Census Tract 102,17,001,,010200,,,,,,,,3720,3686,3661,9,8,6,0,2,34,34,0,0,0,0,3720,19,3701,3669,3648,9,6,6,0,0,32,32,0,0,0,0,2796,2778,2762,4,5,5,0,2,18,18,0,0,0,0,2796,9,2787,2770,2757,4,4,5,0,0,17,17,0,0,0,0,1660,1464,196
17,001,010300,140,1400000US17001010300,00,Census Tract 103,17,001,,010300,,,,,,,,5890,5864,5821,10,9,3,1,20,26,25,1,0,0,0,5890,34,5856,5830,5801,10,9,3,1,6,26,25,1,0,0,0,4377,4365,4335,9,7,2,1,11,12,12,0,0,0,0,4377,16,4361,4349,4325,9,7,2,1,5,12,12,0,0,0,0,2481,2210,271
17,001,010400,140,1400000US17001010400,00,Census Tract 104,17,001,,010400,,,,,,,,3553,3515,3469,19,5,14,0,8,38,33,2,3,0,0,3553,35,3518,3482,3451,16,1,14,0,0,36,31,2,3,0,0,2660,2641,2615,9,2,9,0,6,19,17,2,0,0,0,2660,21,2639,2622,2604,8,1,9,0,0,17,15,2,0,0,0,1406,1327,79
17,001,010500,140,1400000US17001010500,00,Census Tract 105,17,001,,010500,,,,,,,,2989,2956,2879,48,3,17,0,9,33,30,3,0,0,0,2989,31,2958,2928,2860,47,2,17,0,2,30,27,3,0,0,0,2390,2380,2328,30,3,13,0,6,10,10,0,0,0,0,2390,17,2373,2363,2317,30,2,13,0,1,10,10,0,0,0,0,1335,1275,60
17,001,010600,140,1400000US17001010600,00,Census Tract 106,17,001,,010600,,,,,,,,5875,5823,5691,68,13,30,0,21,52,44,8,0,0,0,5875,63,5812,5766,5654,65,12,28,0,7,46,38,8,0,0,0,4455,4435,4346,48,6,25,0,10,20,15,5,0,0,0,4455,38,4417,4399,4320,46,5,24,0,4,18,13,5,0,0,0,2433,2275,158
17,003,957600,140,1400000US17003957600,00,Census Tract 9576,17,003,,957600,,,,,,,,2928,2884,2296,473,15,3,3,94,44,40,4,0,0,0,2928,107,2821,2780,2284,472,15,3,3,3,41,38,3,0,0,0,2367,2344,1824,411,12,3,3,91,23,22,1,0,0,0,2367,98,2269,2246,1817,410,12,3,3,1,23,22,1,0,0,0,1152,1012,140
17,003,957700,140,1400000US17003957700,00,Census Tract 9577,17,003,,957700,,,,,,,,2172,2137,1787,330,4,1,0,15,35,35,0,0,0,0,2172,37,2135,2100,1769,326,4,1,0,0,35,35,0,0,0,0,1713,1706,1449,241,4,1,0,11,7,7,0,0,0,0,1713,22,1691,1684,1439,240,4,1,0,0,7,7,0,0,0,0,1075,907,168
17,003,957800,140,1400000US17003957800,00,Census Tract 9578,17,003,,957800,,,,,,,,1528,1501,562,925,3,7,2,2,27,25,2,0,0,0,1528,7,1521,1494,559,924,2,7,2,0,27,25,2,0,0,0,1118,1113,499,602,3,6,2,1,5,5,0,0,0,0,1118,6,1112,1107,496,601,2,6,2,0,5,5,0,0,0,0,880,692,188
17,003,957900,140,1400000US17003957900,00,Census Tract 9579,17,003,,957900,,,,,,,,1610,1573,373,1187,4,5,1,3,37,36,1,0,0,0,1610,4,1606,1569,371,1186,4,5,1,2,37,36,1,0,0,0,1155,1146,328,808,4,4,1,1,9,9,0,0,0,0,1155,4,1151,1142,326,807,4,4,1,0,9,9,0,0,0,0,899,718,181
17,005,951200,140,1400000US17005951200,00,Census Tract 9512,17,005,,951200,,,,,,,,3216,3194,3037,139,8,4,1,5,22,20,2,0,0,0,3216,31,3185,3165,3011,139,8,4,1,2,20,18,2,0,0,0,2471,2457,2336,111,5,1,1,3,14,12,2,0,0,0,2471,16,2455,2442,2323,111,5,1,1,1,13,11,2,0,0,0,1466,1317,149
17,005,951300,140,1400000US17005951300,00,Census Tract 9513,17,005,,951300,,,,,,,,6958,6716,5653,910,61,49,2,41,242,236,5,1,0,0,6958,442,6516,6375,5378,894,48,49,2,4,141,137,3,1,0,0,5812,5640,4674,841,59,34,2,30,172,166,5,1,0,0,5812,388,5424,5336,4424,828,47,34,2,1,88,84,3,1,0,0,2298,2106,192
17,005,951400,140,1400000US17005951400,00,Census Tract 9514,17,005,,951400,,,,,,,,3146,3113,3087,6,9,5,0,6,33,32,1,0,0,0,3146,29,3117,3090,3073,5,6,5,0,1,27,26,1,0,0,0,2435,2414,2393,5,7,5,0,4,21,20,1,0,0,0,2435,18,2417,2396,2381,4,5,5,0,1,21,20,1,0,0,0,1410,1258,152
17,005,951500,140,1400000US17005951500,00,Census Tract 9515,17,005,,951500,,,,,,,,4448,4421,4366,25,14,10,0,6,27,27,0,0,0,0,4448,45,4403,4381,4335,23,14,9,0,0,22,22,0,0,0,0,3400,3383,3340,21,9,8,0,5,17,17,0,0,0,0,3400,30,3370,3356,3320,20,9,7,0,0,14,14,0,0,0,0,1915,1746,169
17,007,010100,140,1400000US17007010100,00,Census Tract 101,17,007,,010100,,,,,,,,8562,8265,6557,262,67,57,1,1321,297,280,17,0,0,0,8562,2788,5774,5646,5324,233,22,57,0,10,128,121,7,0,0,0,5839,5716,4719,150,45,42,1,759,123,112,11,0,0,0,5839,1555,4284,4229,4026,139,18,42,0,4,55,50,5,0,0,0,3228,2952,276
17,007,010200,140,1400000US17007010200,00,Census Tract 102,17,007,,010200,,,,,,,,6105,5945,4661,78,32,34,0,1140,160,156,4,0,0,0,6105,1959,4146,4078,3968,67,10,30,0,3,68,64,4,0,0,0,4362,4291,3490,51,22,27,0,701,71,70,1,0,0,0,4362,1190,3172,3150,3070,44,10,25,0,1,22,21,1,0,0,0,2293,2122,171
17,007,010300,140,1400000US17007010300,00,Census Tract 103,17,007,,010300,,,,,,,,6631,6360,5289,167,31,45,0,828,271,259,11,1,0,0,6631,2033,4598,4529,4333,148,4,43,0,1,69,61,7,1,0,0,4811,4668,4002,108,23,36,0,499,143,140,2,1,0,0,4811,1193,3618,3596,3460,98,3,34,0,1,22,20,1,1,0,0,2564,2378,186
17,007,010400,140,1400000US17007010400,00,Census Tract 104,17,007,,010400,,,,,,,,6841,6653,5788,155,17,114,12,567,188,170,14,4,0,0,6841,1351,5490,5419,5147,140,7,107,6,12,71,60,7,4,0,0,4886,4811,4289,92,13,74,6,337,75,67,7,1,0,0,4886,756,4130,4106,3931,86,6,73,4,6,24,20,3,1,0,0,2528,2338,190
17,007,010500,140,1400000US17007010500,00,Census Tract 105,17,007,,010500,,,,,,,,10185,10040,9375,107,16,197,3,342,145,133,11,1,0,0,10185,796,9389,9279,8956,105,7,197,3,11,110,103,7,0,0,0,7593,7531,7125,60,11,141,1,193,62,59,2,1,0,0,7593,457,7136,7086,6873,59,7,141,1,5,50,48,2,0,0,0,3718,3562,156
17,007,010601,140,1400000US17007010601,00,Census Tract 106.01,17,007,,010601,,,,,,,,3859,3797,3455,25,19,9,0,289,62,62,0,0,0,0,3859,592,3267,3237,3196,21,9,9,0,2,30,30,0,0,0,0,2861,2822,2620,14,12,5,0,171,39,39,0,0,0,0,2861,342,2519,2497,2473,12,5,5,0,2,22,22,0,0,0,0,1498,1372,126
17,007,010602,140,1400000US17007010602,00,Census Tract 106.02,17,007,,010602,,,,,,,,11982,11685,10599,270,18,230,7,561,297,280,17,0,0,0,11982,1448,10534,10344,9833,262,9,224,6,10,190,180,10,0,0,0,8129,8012,7351,171,12,153,4,321,117,110,7,0,0,0,8129,793,7336,7263,6928,168,7,150,3,7,73,69,4,0,0,0,4141,3781,360
17,009,970400,140,1400000US17009970400,00,Census Tract 9704,17,009,,970400,,,,,,,,2606,2590,2573,4,3,3,1,6,16,16,0,0,0,0,2606,14,2592,2576,2562,4,3,3,1,3,16,16,0,0,0,0,2049,2044,2033,3,2,2,1,3,5,5,0,0,0,0,2049,6,2043,2038,2028,3,2,2,1,2,5,5,0,0,0,0,1379,1115,264
17,009,970500,140,1400000US17009970500,00,Census Tract 9705,17,009,,970500,,,,,,,,4331,4304,2703,1276,11,13,1,300,27,23,4,0,0,0,4331,388,3943,3924,2629,1271,7,13,1,3,19,15,4,0,0,0,3774,3756,2171,1272,11,8,1,293,18,17,1,0,0,0,3774,378,3396,3386,2102,1267,7,8,1,1,10,9,1,0,0,0,1083,984,99
17,011,964700,140,1400000US17011964700,00,Census Tract 9647,17,011,,964700,,,,,,,,3072,3029,3002,9,1,3,0,14,43,43,0,0,0,0,3072,79,2993,2965,2953,8,1,3,0,0,28,28,0,0,0,0,2355,2338,2322,4,1,2,0,9,17,17,0,0,0,0,2355,37,2318,2304,2298,3,1,2,0,0,14,14,0,0,0,0,1357,1216,141
17,011,964800,140,1400000US17011964800,00,Census Tract 9648,17,011,,964800,,,,,,,,3496,3457,3433,6,3,12,0,3,39,39,0,0,0,0,3496,75,3421,3394,3377,6,2,8,0,1,27,27,0,0,0,0,2566,2547,2534,4,2,5,0,2,19,19,0,0,0,0,2566,39,2527,2511,2502,4,2,3,0,0,16,16,0,0,0,0,1538,1343,195
17,011,964900,140,1400000US17011964900,00,Census Tract 9649,17,011,,964900,,,,,,,,2815,2796,2715,16,6,24,2,33,19,19,0,0,0,0,2815,108,2707,2693,2645,16,6,24,2,0,14,14,0,0,0,0,2160,2152,2102,9,6,14,1,20,8,8,0,0,0,0,2160,57,2103,2095,2065,9,6,14,1,0,8,8,0,0,0,0,1289,1178,111
17,011,965000,140,1400000US17011965000,00,Census Tract 9650,17,011,,965000,,,,,,,,4078,4005,3352,32,25,37,0,559,73,72,1,0,0,0,4078,1231,2847,2807,2741,21,6,37,0,2,40,39,1,0,0,0,3002,2956,2553,17,18,34,0,334,46,46,0,0,0,0,3002,753,2249,2227,2174,13,4,34,0,2,22,22,0,0,0,0,1685,1514,171
17,011,965100,140,1400000US17011965100,00,Census Tract 9651,17,011,,965100,,,,,,,,4152,4097,3831,42,22,22,0,180,55,55,0,0,0,0,4152,453,3699,3657,3589,37,9,22,0,0,42,42,0,0,0,0,3183,3159,2985,22,17,20,0,115,24,24,0,0,0,0,3183,263,2920,2902,2853,21,8,20,0,0,18,18,0,0,0,0,1818,1707,111
17,011,965200,140,1400000US17011965200,00,Census Tract 9652,17,011,,965200,,,,,,,,3600,3531,3274,48,5,25,0,179,69,64,5,0,0,0,3600,446,3154,3106,3031,47,4,23,0,1,48,45,3,0,0,0,2763,2741,2581,29,5,19,0,107,22,20,2,0,0,0,2763,252,2511,2494,2442,28,4,19,0,1,17,15,2,0,0,0,1626,1484,142
17,011,965300,140,1400000US17011965300,00,Census Tract 9653,17,011,,965300,,,,,,,,3429,3392,3316,14,13,31,0,18,37,36,1,0,0,0,3429,79,3350,3319,3264,13,13,29,0,0,31,30,1,0,0,0,2677,2659,2606,9,8,23,0,13,18,17,1,0,0,0,2677,41,2636,2618,2579,8,8,23,0,0,18,17,1,0,0,0,1582,1471,111
17,011,965400,140,1400000US17011965400,00,Census Tract 9654,17,011,,965400,,,,,,,,3549,3503,3407,20,5,45,4,22,46,45,1,0,0,0,3549,84,3465,3426,3352,20,5,45,4,0,39,38,1,0,0,0,2899,2878,2805,15,5,34,4,15,21,20,1,0,0,0,2899,45,2854,2835,2777,15,5,34,4,0,19,18,1,0,0,0,1776,1637,139
17,011,965500,140,1400000US17011965500,00,Census Tract 9655,17,011,,965500,,,,,,,,3759,3729,3668,10,13,20,0,18,30,30,0,0,0,0,3759,65,3694,3667,3624,10,13,20,0,0,27,27,0,0,0,0,2893,2877,2839,4,7,16,0,11,16,16,0,0,0,0,2893,36,2857,2843,2816,4,7,16,0,0,14,14,0,0,0,0,1648,1476,172
17,011,965600,140,1400000US17011965600,00,Census Tract 9656,17,011,,965600,,,,,,,,3028,2988,2939,15,5,9,0,20,40,40,0,0,0,0,3028,75,2953,2923,2897,13,4,9,0,0,30,30,0,0,0,0,2325,2309,2276,12,4,6,0,11,16,16,0,0,0,0,2325,42,2283,2271,2251,10,4,6,0,0,12,12,0,0,0,0,1401,1236,165
17,013,951200,140,1400000US17013951200,00,Census Tract 9512,17,013,,951200,,,,,,,,2681,2670,2640,7,7,11,0,5,11,10,1,0,0,0,2681,20,2661,2650,2624,6,7,11,0,2,11,10,1,0,0,0,2109,2102,2086,3,4,7,0,2,7,6,1,0,0,0,2109,9,2100,2093,2077,3,4,7,0,2,7,6,1,0,0,0,1553,1116,437
17,013,951300,140,1400000US17013951300,00,Census Tract 9513,17,013,,951300,,,,,,,,2408,2400,2392,0,2,1,0,5,8,8,0,0,0,0,2408,20,2388,2381,2377,0,2,1,0,1,7,7,0,0,0,0,1867,1861,1854,0,2,1,0,4,6,6,0,0,0,0,1867,8,1859,1853,1849,0,2,1,0,1,6,6,0,0,0,0,1282,969,313
17,015,960100,140,1400000US17015960100,00,Census Tract 9601,17,015,,960100,,,,,,,,3578,3558,3523,7,15,12,0,1,20,16,4,0,0,0,3578,37,3541,3525,3496,7,9,12,0,1,16,12,4,0,0,0,2872,2864,2837,5,13,9,0,0,8,6,2,0,0,0,2872,19,2853,2847,2824,5,9,9,0,0,6,4,2,0,0,0,2424,1544,880
17,015,960200,140,1400000US17015960200,00,Census Tract 9602,17,015,,960200,,,,,,,,2165,2139,2099,21,5,4,1,9,26,25,1,0,0,0,2165,50,2115,2091,2060,21,5,4,1,0,24,23,1,0,0,0,1784,1769,1745,10,5,1,1,7,15,14,1,0,0,0,1784,34,1750,1737,1720,10,5,1,1,0,13,12,1,0,0,0,1199,938,261
17,015,960300,140,1400000US17015960300,00,Census Tract 9603,17,015,,960300,,,,,,,,3176,3122,2985,59,14,3,2,59,54,53,1,0,0,0,3176,212,2964,2920,2846,59,10,3,1,1,44,43,1,0,0,0,2488,2466,2367,41,11,3,2,42,22,21,1,0,0,0,2488,140,2348,2332,2279,41,8,3,1,0,16,15,1,0,0,0,1729,1437,292
17,015,960400,140,1400000US17015960400,00,Census Tract 9604,17,015,,960400,,,,,,,,2234,2217,2193,5,1,16,0,2,17,17,0,0,0,0,2234,49,2185,2169,2148,4,1,16,0,0,16,16,0,0,0,0,1765,1758,1749,2,1,4,0,2,7,7,0,0,0,0,1765,28,1737,1731,1724,2,1,4,0,0,6,6,0,0,0,0,1081,938,143
17,015,960500,140,1400000US17015960500,00,Census Tract 9605,17,015,,960500,,,,,,,,2636,2609,2578,5,4,15,0,7,27,26,1,0,0,0,2636,54,2582,2563,2538,5,4,15,0,1,19,19,0,0,0,0,2028,2014,1995,4,3,8,0,4,14,14,0,0,0,0,2028,27,2001,1991,1975,4,3,8,0,1,10,10,0,0,0,0,1224,1104,120
17,015,960600,140,1400000US17015960600,00,Census Tract 9606,17,015,,960600,,,,,,,,1598,1574,1528,26,8,3,0,9,24,21,3,0,0,0,1598,35,1563,1543,1508,26,6,3,0,0,20,20,0,0,0,0,1289,1278,1239,23,7,2,0,7,11,10,1,0,0,0,1289,21,1268,1259,1229,23,5,2,0,0,9,9,0,0,0,0,780,661,119
17,017,960100,140,1400000US17017960100,00,Census Tract 9601,17,017,,960100,,,,,,,,2403,2392,2363,12,5,4,0,8,11,11,0,0,0,0,2403,18,2385,2374,2354,11,4,4,0,1,11,11,0,0,0,0,1839,1830,1812,8,3,3,0,4,9,9,0,0,0,0,1839,8,1831,1822,1809,7,2,3,0,1,9,9,0,0,0,0,1126,1000,126
17,017,960200,140,1400000US17017960200,00,Census Tract 9602,17,017,,960200,,,,,,,,2655,2629,2595,9,6,6,0,13,26,26,0,0,0,0,2655,53,2602,2582,2563,9,3,6,0,1,20,20,0,0,0,0,2071,2060,2035,6,5,6,0,8,11,11,0,0,0,0,2071,29,2042,2032,2017,6,3,6,0,0,10,10,0,0,0,0,1230,1119,111
17,017,960300,140,1400000US17017960300,00,Census Tract 9603,17,017,,960300,,,,,,,,3294,3256,2892,64,1,15,0,284,38,38,0,0,0,0,3294,542,2752,2735,2661,57,1,15,0,1,17,17,0,0,0,0,2505,2490,2273,34,0,10,0,173,15,15,0,0,0,0,2505,305,2200,2192,2155,27,0,10,0,0,8,8,0,0,0,0,1372,1226,146
17,017,960400,140,1400000US17017960400,00,Census Tract 9604,17,017,,960400,,,,,,,,2548,2481,1946,132,9,12,1,381,67,64,3,0,0,0,2548,672,1876,1857,1721,121,2,12,1,0,19,19,0,0,0,0,1900,1863,1503,93,8,9,1,249,37,35,2,0,0,0,1900,422,1478,1468,1372,84,2,9,1,0,10,10,0,0,0,0,1068,985,83
17,017,960500,140,1400000US17017960500,00,Census Tract 9605,17,017,,960500,,,,,,,,2742,2698,1973,202,17,7,0,499,44,44,0,0,0,0,2742,1006,1736,1725,1531,181,5,6,0,2,11,11,0,0,0,0,1926,1907,1423,138,10,5,0,331,19,19,0,0,0,0,1926,619,1307,1300,1168,123,4,5,0,0,7,7,0,0,0,0,1040,940,100
17,019,000200,140,1400000US17019000200,00,Census Tract 2,17,019,,000200,,,,,,,,1693,1637,119,1464,4,10,0,40,56,38,18,0,0,0,1693,68,1625,1579,111,1451,4,10,0,3,46,29,17,0,0,0,1166,1139,98,993,4,9,0,35,27,18,9,0,0,0,1166,49,1117,1094,92,987,4,9,0,2,23,15,8,0,0,0,700,616,84
17,019,000301,140,1400000US17019000301,00,Census Tract 3.01,17,019,,000301,,,,,,,,4819,4702,3617,198,8,710,2,167,117,108,9,0,0,0,4819,381,4438,4349,3439,188,5,700,2,15,89,82,7,0,0,0,4796,4679,3600,198,8,704,2,167,117,108,9,0,0,0,4796,378,4418,4329,3425,188,5,694,2,15,89,82,7,0,0,0,2096,1970,126
17,019,000302,140,1400000US17019000302,00,Census Tract 3.02,17,019,,000302,,,,,,,,3372,3255,1696,180,7,1286,0,86,117,113,4,0,0,0,3372,208,3164,3068,1609,174,4,1276,0,5,96,92,4,0,0,0,3362,3246,1694,177,7,1282,0,86,116,112,4,0,0,0,3362,208,3154,3059,1607,171,4,1272,0,5,95,91,4,0,0,0,2043,1971,72
17,019,000401,140,1400000US17019000401,00,Census Tract 4.01,17,019,,000401,,,,,,,,4843,4728,3800,113,9,731,5,70,115,110,4,0,1,0,4843,276,4567,4468,3616,108,6,727,5,6,99,95,3,0,1,0,4813,4698,3780,113,9,721,5,70,115,110,4,0,1,0,4813,276,4537,4438,3596,108,6,717,5,6,99,95,3,0,1,0,570,539,31
17,019,000402,140,1400000US17019000402,00,Census Tract 4.02,17,019,,000402,,,,,,,,3931,3842,3222,136,8,358,3,115,89,87,2,0,0,0,3931,302,3629,3560,3061,133,4,349,3,10,69,67,2,0,0,0,3885,3796,3187,132,8,356,3,110,89,87,2,0,0,0,3885,295,3590,3521,3027,129,4,348,3,10,69,67,2,0,0,0,1348,1294,54
17,019,000500,140,1400000US17019000500,00,Census Tract 5,17,019,,000500,,,,,,,,3919,3814,3163,333,14,224,0,80,105,98,5,2,0,0,3919,220,3699,3605,3036,328,9,223,0,9,94,88,5,1,0,0,3420,3360,2815,263,11,208,0,63,60,57,2,1,0,0,3420,173,3247,3194,2714,258,9,208,0,5,53,51,2,0,0,0,2107,2014,93
17,019,000700,140,1400000US17019000700,00,Census Tract 7,17,019,,000700,,,,,,,,3650,3563,1367,1422,6,125,1,642,87,85,2,0,0,0,3650,987,2663,2597,1078,1393,4,120,0,2,66,64,2,0,0,0,2615,2566,1104,954,5,95,1,407,49,47,2,0,0,0,2615,623,1992,1960,926,938,3,93,0,0,32,30,2,0,0,0,1533,1398,135
17,019,000800,140,1400000US17019000800,00,Census Tract 8,17,019,,000800,,,,,,,,4844,4662,2411,1246,19,797,2,187,182,159,20,3,0,0,4844,436,4408,4259,2226,1218,10,796,2,7,149,126,20,3,0,0,3792,3694,2112,829,15,606,1,131,98,84,13,1,0,0,3792,292,3500,3419,1987,813,8,605,1,5,81,67,13,1,0,0,2400,2129,271
17,019,000901,140,1400000US17019000901,00,Census Tract 9.01,17,019,,000901,,,,,,,,4867,4661,1647,2634,18,156,7,199,206,190,15,1,0,0,4867,398,4469,4291,1514,2599,9,156,7,6,178,167,10,1,0,0,3256,3176,1393,1526,10,118,5,124,80,72,7,1,0,0,3256,253,3003,2937,1299,1508,4,118,5,3,66,62,3,1,0,0,2103,1824,279
17,019,000902,140,1400000US17019000902,00,Census Tract 9.02,17,019,,000902,,,,,,,,5786,5602,4170,822,13,515,8,74,184,172,12,0,0,0,5786,255,5531,5367,4015,813,10,512,7,10,164,153,11,0,0,0,4418,4348,3348,576,9,364,6,45,70,68,2,0,0,0,4418,162,4256,4195,3245,572,6,363,5,4,61,59,2,0,0,0,2561,2417,144
17,019,001000,140,1400000US17019001000,00,Census Tract 10,17,019,,001000,,,,,,,,4510,4391,3473,626,17,242,0,33,119,111,7,1,0,0,4510,128,4382,4275,3395,621,12,242,0,5,107,100,6,1,0,0,3669,3613,2947,427,14,204,0,21,56,52,3,1,0,0,3669,91,3578,3526,2883,426,10,204,0,3,52,49,2,1,0,0,2290,2162,128
17,019,001100,140,1400000US17019001100,00,Census Tract 11,17,019,,001100,,,,,,,,3599,3514,3159,226,6,79,0,44,85,82,3,0,0,0,3599,140,3459,3394,3089,223,3,77,0,2,65,62,3,0,0,0,2866,2833,2594,142,5,62,0,30,33,32,1,0,0,0,2866,90,2776,2749,2546,139,3,60,0,1,27,26,1,0,0,0,1705,1634,71
17,019,001201,140,1400000US17019001201,00,Census Tract 12.01,17,019,,001201,,,,,,,,6590,6344,4126,1535,13,523,6,141,246,227,18,1,0,0,6590,339,6251,6036,3967,1520,13,520,6,10,215,206,8,1,0,0,4901,4821,3383,933,11,394,3,97,80,71,9,0,0,0,4901,207,4694,4626,3285,929,11,392,3,6,68,65,3,0,0,0,2955,2811,144
17,019,001203,140,1400000US17019001203,00,Census Tract 12.03,17,019,,001203,,,,,,,,4592,4457,3640,519,14,249,1,34,135,125,10,0,0,0,4592,164,4428,4306,3529,508,14,248,1,6,122,112,10,0,0,0,3524,3479,2902,355,12,191,1,18,45,42,3,0,0,0,3524,94,3430,3390,2837,348,12,190,1,2,40,37,3,0,0,0,1907,1836,71
17,019,001204,140,1400000US17019001204,00,Census Tract 12.04,17,019,,001204,,,,,,,,3622,3534,2639,245,8,619,0,23,88,83,5,0,0,0,3622,81,3541,3456,2583,239,8,617,0,9,85,80,5,0,0,0,2633,2598,2006,170,6,401,0,15,35,35,0,0,0,0,2633,51,2582,2547,1969,167,6,401,0,4,35,35,0,0,0,0,1333,1290,43
