state,county,SUMLEVEL,GEO_ID,GEOCOMP,LSAD_NAME,STATE,COUNTY,COUSUB,TRACT,BLKGRP,BLOCK,PLACE,CONCIT,SLDL,SLDU,VTD,P001001,P001002,P001003,P001004,P001005,P001006,P001007,P001008,P001009,P001010,P001026,P001047,P001063,P001070,P002001,P002002,P002003,P002004,P002005,P002006,P002007,P002008,P002009,P002010,P002011,P002012,P002028,P002049,P002065,P002072,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P004004,P004005,P004006,P004007,P004008,P004009,P004010,P004011,P004012,P004028,P004049,P004065,P004072,H001001,H001002,H001003
13,079,050,0500000US13079,00,Crawford County,13,079,,,,,,,,,,12630,12472,9428,2818,58,33,8,127,158,151,7,0,0,0,12630,301,12329,12181,9282,2806,52,32,2,7,148,142,6,0,0,0,9762,9673,7359,2152,44,32,5,81,89,87,2,0,0,0,9762,196,9566,9481,7266,2141,41,31,2,0,85,83,2,0,0,0,5292,4822,470
13,081,050,0500000US13081,00,Crisp County,13,081,,,,,,,,,,23439,23212,12487,10079,32,183,11,420,227,217,10,0,0,0,23439,748,22691,22477,12216,10033,24,183,6,15,214,206,8,0,0,0,17317,17215,10038,6762,24,142,6,243,102,99,3,0,0,0,17317,461,16856,16760,9863,6727,19,142,3,6,96,94,2,0,0,0,10734,9079,1655
13,083,050,0500000US13083,00,Dade County,13,083,,,,,,,,,,16633,16415,15973,145,74,118,9,96,218,210,8,0,0,0,16633,292,16341,16146,15796,142,65,114,5,24,195,188,7,0,0,0,13047,12922,12578,130,53,91,8,62,125,119,6,0,0,0,13047,177,12870,12753,12466,129,50,90,5,13,117,112,5,0,0,0,7305,6291,1014
13,085,050,0500000US13085,00,Dawson County,13,085,,,,,,,,,,22330,22027,21351,105,82,126,9,354,303,277,21,0,5,0,22330,920,21410,21162,20847,97,73,124,8,13,248,227,16,0,5,0,17247,17084,16587,82,61,101,7,246,163,154,7,0,2,0,17247,602,16645,16511,16265,74,57,99,6,10,134,127,5,0,2,0,10425,8433,1992
13,087,050,0500000US13087,00,Decatur County,13,087,,,,,,,,,,27842,27504,15096,11438,117,144,6,703,338,318,15,5,0,0,27842,1404,26438,26212,14615,11366,57,138,3,33,226,206,15,5,0,0,20760,20592,11963,8016,87,114,4,408,168,157,8,3,0,0,20760,821,19939,19819,11670,7975,50,108,2,14,120,109,8,3,0,0,12125,10390,1735
13,089,050,0500000US13089,00,DeKalb County,13,089,,,,,,,,,,691893,675381,230156,375725,2479,35426,342,31253,16512,14956,1394,140,17,5,691893,67824,624069,612659,203395,370963,1239,35173,245,1644,11410,10261,1062,71,16,0,526757,516434,190075,274691,1774,28028,252,21614,10323,9341,900,69,11,2,526757,46921,479836,472828,171336,271520,920,27829,190,1033,7008,6255,703,40,10,0,304968,271809,33159
13,091,050,0500000US13091,00,Dodge County,13,091,,,,,,,,,,21796,21581,14549,6504,55,101,14,358,215,207,8,0,0,0,21796,732,21064,20878,14273,6451,39,101,3,11,186,178,8,0,0,0,16719,16623,11477,4790,41,72,12,231,96,92,4,0,0,0,16719,495,16224,16145,11280,4756,30,72,3,4,79,75,4,0,0,0,9857,8177,1680
13,093,050,0500000US13093,00,Dooly County,13,093,,,,,,,,,,14918,14782,6810,7442,16,96,3,415,136,125,5,4,2,0,14918,862,14056,13960,6461,7381,16,93,3,6,96,86,5,3,2,0,11759,11679,5672,5652,13,76,3,263,80,72,4,2,2,0,11759,558,11201,11136,5437,5607,13,73,3,3,65,58,4,1,2,0,6328,5286,1042
13,095,050,0500000US13095,00,Dougherty County,13,095,,,,,,,,,,94565,93442,27986,63470,209,736,120,921,1123,1031,84,4,4,0,94565,2073,92492,91545,27315,63198,177,719,52,84,947,877,63,3,4,0,70231,69636,23579,44625,164,589,82,597,595,539,48,4,4,0,70231,1360,68871,68355,23106,44453,144,579,35,38,516,474,35,3,4,0,40801,36508,4293
13,097,050,0500000US13097,00,Douglas County,13,097,,,,,,,,,,132403,129246,69458,52290,399,1904,137,5058,3157,2847,279,25,6,0,132403,11125,121278,118950,64911,51387,321,1876,128,327,2328,2092,211,20,5,0,94870,93416,53745,34803,312,1446,86,3024,1454,1315,132,6,1,0,94870,6581,88289,87250,51014,34310,260,1426,78,162,1039,928,106,4,1,0,51672,46624,5048
13,099,050,0500000US13099,00,Early County,13,099,,,,,,,,,,11008,10924,5324,5462,39,37,2,60,84,80,4,0,0,0,11008,171,10837,10769,5250,5441,34,37,2,5,68,64,4,0,0,0,8107,8062,4200,3769,26,27,1,39,45,43,2,0,0,0,8107,99,8008,7971,4156,3759,24,27,1,4,37,35,2,0,0,0,4975,4228,747
13,101,050,0500000US13101,00,Echols County,13,101,,,,,,,,,,4034,3920,3023,171,72,13,2,639,114,112,2,0,0,0,4034,1183,2851,2795,2555,163,55,12,1,9,56,54,2,0,0,0,2851,2777,2192,137,46,11,2,389,74,72,2,0,0,0,2851,697,2154,2115,1925,133,41,10,1,5,39,37,2,0,0,0,1558,1329,229
13,103,050,0500000US13103,00,Effingham County,13,103,,,,,,,,,,52250,51270,43182,7048,156,427,26,431,980,909,59,10,2,0,52250,1501,50749,49935,42311,6982,135,425,16,66,814,758,44,10,2,0,37344,36884,31335,4817,124,317,17,274,460,427,30,2,1,0,37344,867,36477,36089,30847,4777,106,316,14,29,388,364,21,2,1,0,19884,18092,1792
13,105,050,0500000US13105,00,Elbert County,13,105,,,,,,,,,,20166,19962,13297,5950,49,121,5,540,204,194,9,1,0,0,20166,967,19199,19040,12956,5906,37,121,5,15,159,150,8,1,0,0,15467,15369,10622,4290,35,83,4,335,98,91,6,1,0,0,15467,588,14879,14798,10422,4258,27,83,4,4,81,75,5,1,0,0,9583,8063,1520
13,107,050,0500000US13107,00,Emanuel County,13,107,,,,,,,,,,22598,22386,13928,7562,58,154,3,681,212,198,14,0,0,0,22598,921,21677,21510,13733,7541,46,154,3,33,167,153,14,0,0,0,16850,16763,10902,5244,40,119,3,455,87,81,6,0,0,0,16850,582,16268,16199,10793,5230,34,119,3,20,69,63,6,0,0,0,9968,8430,1538
13,109,050,0500000US13109,00,Evans County,13,109,,,,,,,,,,11000,10883,6471,3205,19,74,17,1097,117,107,10,0,0,0,11000,1441,9559,9467,6228,3165,9,60,0,5,92,83,9,0,0,0,8163,8095,5059,2298,14,58,13,653,68,63,5,0,0,0,8163,861,7302,7249,4918,2272,8,47,0,4,53,49,4,0,0,0,4664,4033,631
13,111,050,0500000US13111,00,Fannin County,13,111,,,,,,,,,,23682,23400,23007,83,71,77,6,156,282,274,8,0,0,0,23682,431,23251,22999,22761,75,68,72,6,17,252,245,7,0,0,0,19151,18962,18675,61,54,58,6,108,189,183,6,0,0,0,19151,293,18858,18682,18506,55,51,56,6,8,176,171,5,0,0,0,16207,10187,6020
13,113,050,0500000US13113,00,Fayette County,13,113,,,,,,,,,,106567,104179,75802,21395,316,4130,75,2461,2388,2160,206,14,8,0,106567,6760,99807,97928,72202,21117,221,4106,61,221,1879,1705,161,13,0,0,78468,77349,57799,14908,197,2887,50,1508,1119,1009,103,5,2,0,78468,4183,74285,73404,55492,14742,148,2867,46,109,881,799,78,4,0,0,40793,38167,2626
13,115,050,0500000US13115,00,Floyd County,13,115,,,,,,,,,,96317,94518,74055,13640,344,1253,116,5110,1799,1722,66,5,5,1,96317,8987,87330,86036,70959,13494,194,1225,56,108,1294,1245,47,1,1,0,72872,72073,58048,9719,233,929,75,3069,799,763,30,3,2,1,72872,5376,67496,66931,56175,9629,143,916,37,31,565,540,23,1,1,0,40551,35930,4621
13,117,050,0500000US13117,00,Forsyth County,13,117,,,,,,,,,,175511,172635,149946,4510,575,10925,66,6613,2876,2682,182,8,4,0,175511,16550,158961,156837,140943,4287,362,10875,54,316,2124,2013,103,6,2,0,122106,120716,105877,3010,373,7235,36,4185,1390,1291,96,1,2,0,122106,10403,111703,110700,100172,2873,250,7209,31,165,1003,942,58,1,2,0,64052,59433,4619
13,119,050,0500000US13119,00,Franklin County,13,119,,,,,,,,,,22084,21706,19280,1850,42,121,4,409,378,358,18,2,0,0,22084,866,21218,20913,18913,1821,29,121,4,25,305,291,13,1,0,0,17128,16950,15195,1375,36,87,4,253,178,165,11,2,0,0,17128,560,16568,16428,14944,1360,26,87,4,7,140,130,9,1,0,0,10553,8540,2013
13,121,050,0500000US13121,00,Fulton County,13,121,,,,,,,,,,920581,900302,409697,405575,2259,51569,335,30867,20279,18271,1817,158,31,2,920581,72566,848015,832230,376014,400457,1586,51304,287,2582,15785,14216,1417,123,27,2,700895,688429,327175,299970,1662,39032,273,20317,12466,11195,1138,107,24,2,700895,48745,652150,642346,304024,296379,1222,38837,242,1642,9804,8781,911,87,23,2,437105,376377,60728
13,123,050,0500000US13123,00,Gilmer County,13,123,,,,,,,,,,28292,27921,26115,135,94,74,39,1464,371,351,12,0,8,0,28292,2677,25615,25346,25078,98,72,65,15,18,269,262,7,0,0,0,22063,21825,20732,83,71,55,27,857,238,229,5,0,4,0,22063,1557,20506,20315,20116,68,62,50,8,11,191,187,4,0,0,0,16564,11314,5250
13,125,050,0500000US13125,00,Glascock County,13,125,,,,,,,,,,3082,3047,2767,253,7,1,0,19,35,35,0,0,0,0,3082,33,3049,3014,2750,251,7,1,0,5,35,35,0,0,0,0,2269,2249,2051,183,6,1,0,8,20,20,0,0,0,0,2269,18,2251,2231,2040,181,6,1,0,3,20,20,0,0,0,0,1519,1162,357
13,127,050,0500000US13127,00,Glynn County,13,127,,,,,,,,,,79626,78196,53823,20726,232,921,95,2399,1430,1327,100,2,1,0,79626,5126,74500,73348,51602,20525,146,894,74,107,1152,1067,83,1,1,0,60395,59714,42972,14294,173,681,62,1532,681,624,54,2,1,0,60395,3283,57112,56568,41521,14168,119,665,44,51,544,495,47,1,1,0,40716,31774,8942
13,129,050,0500000US13129,00,Gordon County,13,129,,,,,,,,,,55186,54102,47032,2005,202,540,71,4252,1084,1046,35,2,0,1,55186,7738,47448,46797,44107,1945,130,522,49,44,651,631,19,1,0,0,40311,39798,35140,1505,149,381,44,2579,513,496,15,1,0,1,40311,4603,35708,35405,33417,1465,107,373,32,11,303,292,10,1,0,0,22278,19715,2563
13,131,050,0500000US13131,00,Grady County,13,131,,,,,,,,,,25011,24618,15716,7176,182,106,21,1417,393,373,20,0,0,0,25011,2500,22511,22278,14879,7129,135,94,10,31,233,219,14,0,0,0,18584,18372,12192,5061,134,71,15,899,212,204,8,0,0,0,18584,1570,17014,16893,11674,5027,100,68,6,18,121,115,6,0,0,0,10760,9418,1342
13,133,050,0500000US13133,00,Greene County,13,133,,,,,,,,,,15994,15818,9056,6105,50,54,13,540,176,159,17,0,0,0,15994,893,15101,14966,8771,6078,38,54,10,15,135,118,17,0,0,0,12697,12598,7786,4361,32,47,11,361,99,86,13,0,0,0,12697,573,12124,12046,7609,4345,26,47,9,10,78,65,13,0,0,0,8688,6519,2169
13,135,050,0500000US13135,00,Gwinnett County,13,135,,,,,,,,,,805321,780029,429563,190167,4038,85292,477,70492,25292,23401,1677,191,22,1,805321,162035,643286,627568,354316,184122,1535,84763,343,2489,15718,14477,1118,111,11,1,570614,557708,320715,126283,2505,62895,326,44984,12906,11962,829,100,15,0,570614,102225,468389,460756,272913,122683,1069,62567,252,1272,7633,7015,554,56,8,0,291547,268519,23028
13,137,050,0500000US13137,00,Habersham County,13,137,,,,,,,,,,43041,42270,36893,1444,195,960,65,2713,771,747,22,2,0,0,43041,5333,37708,37150,34621,1412,81,955,47,34,558,536,20,2,0,0,32737,32373,28726,1233,138,695,35,1546,364,355,7,2,0,0,32737,2997,29740,29468,27461,1214,69,690,26,8,272,263,7,2,0,0,18146,15472,2674
13,139,050,0500000US13139,00,Hall County,13,139,,,,,,,,,,179684,175722,133197,13279,811,3226,167,25042,3962,3801,148,6,7,0,179684,46906,132778,130916,114300,12757,372,3181,57,249,1862,1763,88,4,7,0,129518,127551,100467,9428,562,2271,103,14720,1967,1898,58,4,7,0,129518,27227,102291,101406,89587,9136,291,2244,32,116,885,848,28,2,7,0,68825,60691,8134
13,141,050,0500000US13141,00,Hancock County,13,141,,,,,,,,,,9429,9372,2300,6983,35,47,1,6,57,53,3,1,0,0,9429,139,9290,9240,2212,6959,21,47,1,0,50,47,2,1,0,0,7710,7673,2099,5508,30,30,0,6,37,33,3,1,0,0,7710,118,7592,7558,2018,5491,19,30,0,0,34,31,2,1,0,0,5360,3341,2019
13,143,050,0500000US13143,00,Haralson County,13,143,,,,,,,,,,28780,28384,26707,1353,66,141,2,115,396,376,18,2,0,0,28780,318,28462,28083,26516,1342,63,139,2,21,379,361,16,2,0,0,21547,21355,20090,1029,52,110,2,72,192,182,9,1,0,0,21547,187,21360,21176,19985,1025,49,108,2,7,184,174,9,1,0,0,12287,10757,1530
13,145,050,0500000US13145,00,Harris County,13,145,,,,,,,,,,32024,31548,25392,5506,108,287,17,238,476,466,10,0,0,0,32024,872,31152,30747,24848,5457,100,280,17,45,405,397,8,0,0,0,24406,24177,19493,4200,88,238,13,145,229,227,2,0,0,0,24406,567,23839,23647,19136,4173,84,232,13,9,192,190,2,0,0,0,13397,11823,1574
13,147,050,0500000US13147,00,Hart County,13,147,,,,,,,,,,25213,24894,19515,4710,29,218,0,422,319,309,10,0,0,0,25213,786,24427,24164,19213,4691,28,211,0,21,263,253,10,0,0,0,19602,19496,15585,3471,25,160,0,255,106,102,4,0,0,0,19602,474,19128,19049,15405,3460,25,157,0,2,79,75,4,0,0,0,13007,10121,2886
13,149,050,0500000US13149,00,Heard County,13,149,,,,,,,,,,11834,11629,10284,1159,36,56,3,91,205,197,8,0,0,0,11834,223,11611,11436,10190,1152,32,56,2,4,175,171,4,0,0,0,8786,8699,7684,884,31,39,2,59,87,86,1,0,0,0,8786,123,8663,8585,7635,880,27,39,2,2,78,77,1,0,0,0,5148,4400,748
13,151,050,0500000US13151,00,Henry County,13,151,,,,,,,,,,203922,198945,112201,75277,555,5968,129,4815,4977,4469,457,41,10,0,203922,11813,192109,188137,107083,74056,482,5902,110,504,3972,3572,359,36,5,0,144265,141973,84012,50255,398,4284,88,2936,2292,2044,226,17,5,0,144265,7182,137083,135228,80733,49576,357,4242,75,245,1855,1651,186,15,3,0,76533,70255,6278
13,153,050,0500000US13153,00,Houston County,13,153,,,,,,,,,,139900,136047,88626,39998,475,3403,185,3360,3853,3560,277,14,2,0,139900,8515,131385,128296,84703,39535,392,3360,96,210,3089,2868,209,12,0,0,102409,100645,67784,27575,352,2619,134,2181,1764,1625,127,10,2,0,102409,5357,97052,95657,65255,27331,309,2592,71,99,1395,1291,96,8,0,0,58325,53051,5274
13,155,050,0500000US13155,00,Irwin County,13,155,,,,,,,,,,9538,9453,6811,2472,2,61,0,107,85,78,6,1,0,0,9538,228,9310,9247,6719,2459,2,61,0,6,63,61,2,0,0,0,7223,7182,5262,1816,0,40,0,64,41,38,2,1,0,0,7223,140,7083,7057,5209,1806,0,40,0,2,26,25,1,0,0,0,4033,3495,538
13,157,050,0500000US13157,00,Jackson County,13,157,,,,,,,,,,60485,59418,52496,4103,124,1033,13,1649,1067,994,64,9,0,0,60485,3736,56749,55933,50695,4050,91,1026,12,59,816,771,38,7,0,0,44440,43943,39142,3019,89,689,10,994,497,464,31,2,0,0,44440,2251,42189,41808,38046,2981,69,685,9,18,381,355,25,1,0,0,23752,21343,2409
13,159,050,0500000US13159,00,Jasper County,13,159,,,,,,,,,,13900,13667,10271,3037,55,30,1,273,233,212,20,1,0,0,13900,510,13390,13214,10095,3030,40,30,1,18,176,167,9,0,0,0,10425,10321,7832,2249,41,23,1,175,104,94,10,0,0,0,10425,308,10117,10032,7724,2243,35,23,1,6,85,78,7,0,0,0,6153,5044,1109
13,161,050,0500000US13161,00,Jeff Davis County,13,161,,,,,,,,,,15068,14888,11463,2224,34,70,0,1097,180,174,6,0,0,0,15068,1577,13491,13371,11056,2212,27,70,0,6,120,116,4,0,0,0,10902,10841,8547,1557,23,40,0,674,61,61,0,0,0,0,10902,893,10009,9965,8352,1550,20,40,0,3,44,44,0,0,0,0,6488,5689,799
13,163,050,0500000US13163,00,Jefferson County,13,163,,,,,,,,,,16930,16782,7206,9213,18,68,2,275,148,136,7,4,1,0,16930,517,16413,16299,7015,9187,18,64,2,13,114,110,3,0,1,0,12659,12590,5676,6659,16,47,0,192,69,63,1,4,1,0,12659,340,12319,12263,5550,6644,16,45,0,8,56,54,1,0,1,0,7298,6241,1057
13,165,050,0500000US13165,00,Jenkins County,13,165,,,,,,,,,,8340,8244,4579,3380,26,36,4,219,96,86,10,0,0,0,8340,334,8006,7927,4508,3353,22,36,1,7,79,69,10,0,0,0,6104,6070,3600,2269,20,27,4,150,34,28,6,0,0,0,6104,214,5890,5861,3556,2256,18,27,1,3,29,23,6,0,0,0,4221,3192,1029
13,167,050,0500000US13167,00,Johnson County,13,167,,,,,,,,,,9980,9899,6301,3489,19,22,3,65,81,78,3,0,0,0,9980,186,9794,9729,6219,3461,17,22,3,7,65,62,3,0,0,0,7890,7854,5106,2678,13,13,3,41,36,33,3,0,0,0,7890,128,7762,7732,5047,2652,13,13,3,4,30,27,3,0,0,0,4120,3347,773
13,169,050,0500000US13169,00,Jones County,13,169,,,,,,,,,,28669,28353,20989,7008,63,187,3,103,316,295,21,0,0,0,28669,315,28354,28081,20830,6977,61,186,2,25,273,252,21,0,0,0,21196,21060,15642,5163,50,145,3,57,136,126,10,0,0,0,21196,188,21008,20887,15538,5146,49,144,2,8,121,111,10,0,0,0,11688,10586,1102
13,171,050,0500000US13171,00,Lamar County,13,171,,,,,,,,,,18317,18011,12098,5650,47,72,2,142,306,290,15,1,0,0,18317,341,17976,17690,11943,5621,34,68,2,22,286,271,14,1,0,0,14448,14308,9592,4531,37,57,2,89,140,132,7,1,0,0,14448,219,14229,14098,9500,4509,27,55,2,5,131,124,6,1,0,0,7474,6618,856
13,173,050,0500000US13173,00,Lanier County,13,173,,,,,,,,,,10078,9842,7118,2390,53,103,3,175,236,216,20,0,0,0,10078,461,9617,9412,6899,2367,38,101,3,4,205,189,16,0,0,0,7310,7206,5317,1675,31,78,3,102,104,93,11,0,0,0,7310,259,7051,6958,5195,1658,24,77,3,1,93,84,9,0,0,0,4249,3608,641
13,175,050,0500000US13175,00,Laurens County,13,175,,,,,,,,,,48434,47857,29355,17324,100,483,4,591,577,563,11,3,0,0,48434,1143,47291,46798,28920,17268,87,478,4,41,493,480,10,3,0,0,35959,35692,22761,12105,73,357,3,393,267,254,11,2,0,0,35959,725,35234,35001,22496,12070,63,353,3,16,233,221,10,2,0,0,21368,18641,2727
13,177,050,0500000US13177,00,Lee County,13,177,,,,,,,,,,28298,27911,21763,5268,74,617,19,170,387,356,31,0,0,0,28298,560,27738,27411,21453,5239,66,609,19,25,327,298,29,0,0,0,20363,20200,15879,3726,58,424,15,98,163,148,15,0,0,0,20363,348,20015,19872,15672,3709,52,420,15,4,143,129,14,0,0,0,10276,9706,570
13,179,050,0500000US13179,00,Liberty County,13,179,,,,,,,,,,63453,60493,29881,26805,358,1247,392,1810,2960,2709,225,20,6,0,63453,6159,57294,55078,27085,26018,287,1182,364,142,2216,2054,151,7,4,0,44262,43029,21945,18370,264,993,239,1218,1233,1144,75,12,2,0,44262,3649,40613,39685,20233,17983,216,959,228,66,928,865,56,5,2,0,26731,22155,4576
13,181,050,0500000US13181,00,Lincoln County,13,181,,,,,,,,,,7996,7921,5257,2570,28,32,1,33,75,71,4,0,0,0,7996,98,7898,7832,5201,2562,27,32,1,9,66,63,3,0,0,0,6345,6303,4283,1957,19,23,1,20,42,40,2,0,0,0,6345,63,6282,6244,4250,1950,19,23,1,1,38,36,2,0,0,0,4786,3281,1505
13,183,050,0500000US13183,00,Long County,13,183,,,,,,,,,,14464,13974,9026,3647,91,115,56,1039,490,443,43,4,0,0,14464,1778,12686,12301,8491,3541,76,110,51,32,385,355,27,3,0,0,10045,9862,6564,2502,60,88,31,617,183,168,13,2,0,0,10045,1031,9014,8880,6249,2456,48,85,30,12,134,126,7,1,0,0,6039,5023,1016
13,185,050,0500000US13185,00,Lowndes County,13,185,,,,,,,,,,109233,106921,63485,39142,416,1591,122,2165,2312,2126,166,17,3,0,109233,5238,103995,102251,61234,38815,305,1561,92,244,1744,1617,115,9,3,0,82263,81095,50058,27917,302,1243,99,1476,1168,1078,83,6,1,0,82263,3467,78796,77887,48506,27701,231,1218,76,155,909,846,59,3,1,0,43921,39747,4174
13,187,050,0500000US13187,00,Lumpkin County,13,187,,,,,,,,,,29966,29423,28277,340,177,138,27,464,543,516,23,4,0,0,29966,1344,28622,28163,27519,310,167,133,24,10,459,435,20,4,0,0,23725,23383,22531,283,151,110,20,288,342,328,13,1,0,0,23725,861,22864,22566,22026,263,145,105,20,7,298,287,10,1,0,0,12925,10989,1936
13,189,050,0500000US13189,00,McDuffie County,13,189,,,,,,,,,,21875,21571,12518,8706,65,76,15,191,304,294,10,0,0,0,21875,475,21400,21139,12310,8661,56,74,15,23,261,254,7,0,0,0,16177,16050,9823,6016,41,60,8,102,127,120,7,0,0,0,16177,282,15895,15786,9690,5989,38,59,8,2,109,103,6,0,0,0,9319,8289,1030
13,191,050,0500000US13191,00,McIntosh County,13,191,,,,,,,,,,14333,14156,8811,5149,53,45,10,88,177,174,3,0,0,0,14333,227,14106,13958,8716,5132,46,45,5,14,148,145,3,0,0,0,11255,11161,7139,3891,39,33,8,51,94,92,2,0,0,0,11255,147,11108,11029,7069,3883,34,33,4,6,79,77,2,0,0,0,9220,5971,3249
13,193,050,0500000US13193,00,Macon County,13,193,,,,,,,,,,14740,14595,5177,8933,40,195,20,230,145,138,7,0,0,0,14740,527,14213,14095,4961,8902,19,190,18,5,118,111,7,0,0,0,11487,11411,4202,6889,28,138,17,137,76,73,3,0,0,0,11487,346,11141,11074,4035,6868,17,136,15,3,67,64,3,0,0,0,6136,4999,1137
13,195,050,0500000US13195,00,Madison County,13,195,,,,,,,,,,28120,27769,24634,2355,74,178,1,527,351,327,24,0,0,0,28120,1139,26981,26694,24106,2320,63,173,0,32,287,271,16,0,0,0,21246,21095,18860,1749,56,138,1,291,151,143,8,0,0,0,21246,642,20604,20474,18544,1737,46,134,0,13,130,123,7,0,0,0,11784,10508,1276
13,197,050,0500000US13197,00,Marion County,13,197,,,,,,,,,,8742,8603,5254,2856,44,78,13,358,139,130,9,0,0,0,8742,570,8172,8073,5100,2837,40,77,13,6,99,91,8,0,0,0,6646,6574,4155,2093,40,54,8,224,72,66,6,0,0,0,6646,353,6293,6234,4057,2078,36,53,8,2,59,53,6,0,0,0,4156,3420,736
13,199,050,0500000US13199,00,Meriwether County,13,199,,,,,,,,,,21992,21730,12741,8605,77,141,2,164,262,254,6,2,0,0,21992,347,21645,21417,12606,8583,67,141,2,18,228,220,6,2,0,0,16782,16678,10205,6210,60,100,2,101,104,100,2,2,0,0,16782,216,16566,16474,10121,6192,54,100,2,5,92,88,2,2,0,0,9957,8522,1435
13,201,050,0500000US13201,00,Miller County,13,201,,,,,,,,,,6125,6054,4266,1720,15,28,0,25,71,67,4,0,0,0,6125,93,6032,5971,4237,1697,14,23,0,0,61,57,4,0,0,0,4689,4650,3375,1229,11,19,0,16,39,37,2,0,0,0,4689,51,4638,4603,3364,1212,10,17,0,0,35,33,2,0,0,0,2791,2426,365
13,205,050,0500000US13205,00,Mitchell County,13,205,,,,,,,,,,23498,23267,11264,11219,77,122,10,575,231,221,10,0,0,0,23498,1028,22470,22281,10894,11185,60,120,4,18,189,182,7,0,0,0,17662,17545,8884,8136,60,89,9,367,117,110,7,0,0,0,17662,675,16987,16890,8626,8116,50,88,4,6,97,91,6,0,0,0,8996,8055,941
13,207,050,0500000US13207,00,Monroe County,13,207,,,,,,,,,,26424,26148,19365,6268,69,214,4,228,276,269,7,0,0,0,26424,535,25889,25641,19101,6249,64,209,4,14,248,242,6,0,0,0,20471,20341,15149,4819,61,164,3,145,130,124,6,0,0,0,20471,351,20120,19998,14967,4805,58,160,3,5,122,116,6,0,0,0,10710,9662,1048
13,209,050,0500000US13209,00,Montgomery County,13,209,,,,,,,,,,9123,9024,6291,2397,6,26,1,303,99,95,4,0,0,0,9123,480,8643,8553,6144,2372,6,26,1,4,90,87,3,0,0,0,7039,6998,4927,1876,4,20,1,170,41,40,1,0,0,0,7039,294,6745,6708,4822,1859,4,20,1,2,37,36,1,0,0,0,3921,3287,634
13,211,050,0500000US13211,00,Morgan County,13,211,,,,,,,,,,17868,17637,12984,4208,54,106,0,285,231,224,6,1,0,0,17868,494,17374,17181,12814,4199,45,106,0,17,193,186,6,1,0,0,13429,13328,9955,3093,41,66,0,173,101,99,1,1,0,0,13429,304,13125,13039,9845,3090,35,66,0,3,86,84,1,1,0,0,7472,6660,812
13,213,050,0500000US13213,00,Murray County,13,213,,,,,,,,,,39628,38998,35320,245,159,116,25,3133,630,619,11,0,0,0,39628,5154,34474,34098,33666,212,94,110,1,15,376,368,8,0,0,0,28980,28680,26519,174,107,88,14,1778,300,293,7,0,0,0,28980,2875,26105,25904,25580,160,73,85,1,5,201,196,5,0,0,0,15979,14080,1899
13,215,050,0500000US13215,00,Muscogee County,13,215,,,,,,,,,,189885,184117,87870,86403,731,4128,431,4554,5768,5233,472,61,2,0,189885,12110,177775,173479,82890,85119,599,4061,378,432,4296,3928,329,38,1,0,141287,138570,69915,61573,523,3185,308,3066,2717,2493,202,20,2,0,141287,7954,133333,131304,66462,60790,434,3143,277,198,2029,1864,153,11,1,0,82690,74081,8609
13,217,050,0500000US13217,00,Newton County,13,217,,,,,,,,,,99958,97875,53754,40878,232,906,37,2068,2083,1924,142,13,4,0,99958,4635,95323,93649,51995,40371,199,881,34,169,1674,1538,123,9,4,0,71085,70188,40887,27195,173,703,23,1207,897,818,74,4,1,0,71085,2719,68366,67637,39806,26904,149,685,21,72,729,660,64,4,1,0,38342,34390,3952
13,219,050,0500000US13219,00,Oconee County,13,219,,,,,,,,,,32808,32356,29004,1635,49,1022,5,641,452,419,30,3,0,0,32808,1436,31372,31002,28306,1610,31,1016,4,35,370,342,25,3,0,0,23505,23299,20968,1211,28,706,2,384,206,189,16,1,0,0,23505,854,22651,22485,20545,1195,21,702,1,21,166,152,13,1,0,0,12383,11622,761
13,221,050,0500000US13221,00,Oglethorpe County,13,221,,,,,,,,,,14899,14615,11662,2566,35,65,2,285,284,277,6,1,0,0,14899,546,14353,14104,11429,2557,33,65,2,18,249,243,5,1,0,0,11344,11224,9008,1977,25,49,2,163,120,117,2,1,0,0,11344,318,11026,10923,8876,1970,23,49,2,3,103,101,1,1,0,0,6484,5647,837
13,223,050,0500000US13223,00,Paulding County,13,223,,,,,,,,,,142324,139037,110517,24321,427,1271,67,2434,3287,2990,261,32,4,0,142324,7264,135060,132477,106739,23810,353,1237,58,280,2583,2394,165,20,4,0,99230,97812,79275,15802,316,928,47,1444,1418,1290,111,16,1,0,99230,4235,94995,93882,77000,15537,274,911,40,120,1113,1027,74,11,1,0,52130,48105,4025
13,225,050,0500000US13225,00,Peach County,13,225,,,,,,,,,,27695,27270,13383,12715,67,223,8,874,425,387,35,2,1,0,27695,1890,25805,25461,12499,12647,59,222,8,26,344,309,33,1,1,0,21375,21128,10486,9818,58,176,7,583,247,224,20,2,1,0,21375,1225,20150,19948,9937,9766,50,176,7,12,202,181,19,1,1,0,11050,9958,1092
13,227,050,0500000US13227,00,Pickens County,13,227,,,,,,,,,,29431,29086,28171,312,81,119,7,396,345,335,10,0,0,0,29431,819,28612,28304,27802,297,69,118,5,13,308,298,10,0,0,0,22794,22602,21984,225,62,89,3,239,192,187,5,0,0,0,22794,488,22306,22125,21759,213,54,88,2,9,181,176,5,0,0,0,13692,11291,2401
